UF,COD,MUN,ARRECADACAO_TOTAL_IMPOSTOS
PB,2515906,Serraria,165835.013942648
PB,2515930,Sertãozinho,96617.7373868663
PB,2515971,Sobrado,269013.805728648
PB,2516003,Solânea,300713.198251215
PB,2516102,Soledade,431542.919119815
PB,2516151,Sossêgo,74170.9576608516
PB,2516201,Sousa,8026253.9436492
PB,2516300,Sumé,1562375.02722387
PB,2516409,Campo de Santana,313852.724089592
PB,2516508,Taperoá,434352.239137856
PB,2516607,Tavares,539888.988381651
PB,2516706,Teixeira,378840.234502454
PB,2516755,Tenório,89734.2147302044
PB,2516805,Triunfo,346986.991458919
PB,2516904,Uiraúna,1094358.04978247
PB,2517001,Umbuzeiro,311064.459064286
PB,2517100,Várzea,166109.645174622
PB,2517209,Vieirópolis,96405.2761667318
PB,2517407,Zabelê,67261.0598476516
PE,2600054,Abreu e Lima,7932067.45273755
PE,2600104,Afogados da Ingazeira,4738592.70188724
PE,2600203,Afrânio,796132.411051345
PE,2600302,Agrestina,3551725.31547886
PE,2600401,Água Preta,1036034.2189079
PE,2600500,Águas Belas,1517946.09996944
PE,2600609,Alagoinha,489688.394580116
PE,2600708,Aliança,475530.060792671
PE,2600807,Altinho,930639.076286245
PE,2600906,Amaraji,98063.3004290297
PE,2601003,Angelim,223671.547217402
PE,2601052,Araçoiaba,923945.062240716
PE,2601102,Araripina,5450270.37780204
PE,2601201,Arcoverde,12562819.0632758
PE,2601300,Barra de Guabiraba,248680.837177338
PE,2601409,Barreiros,3589085.45118472
PE,2601508,Belém de Maria,243954.654619141
PE,2601607,Belém de São Francisco,702338.931854534
PE,2601706,Belo Jardim,9382965.52507392
PE,2601805,Betânia,348348.715762959
PE,2601904,Bezerros,2045571.07308064
PE,2602001,Bodocó,1374242.24259035
PE,2602100,Bom Conselho,1925907.88538876
PE,2602209,Bom Jardim,1284344.86705252
PE,2602308,Bonito,2503005.16256455
PE,2602407,Brejão,205413.401519561
PE,2602506,Brejinho,347956.929805654
PE,2602605,Brejo da Madre de Deus,380340.130914146
PE,2602704,Buenos Aires,451015.412720368
PE,2602803,Buíque,1225497.90953156
PE,2602902,Cabo de Santo Agostinho,109448150.326034
PE,2603009,Cabrobó,2922609.34348543
PE,2603108,Cachoeirinha,846228.803495523
PE,2603207,Caetés,1012637.97457606
PE,2603306,Calçado,144502.227281447
PE,2603405,Calumbi,387069.221798011
PE,2603454,Camaragibe,29704101.4952841
PE,2603504,Camocim de São Félix,522750.036242932
PE,2603603,Camutanga,32352.5725562144
PE,2603702,Canhotinho,760066.931736238
PE,2603801,Capoeiras,491624.192253394
PE,2603900,Carnaíba,1060958.2187097
PE,2603926,Carnaubeira da Penha,651280.909545653
PE,2604007,Carpina,4167085.32355413
PE,2604106,Caruaru,129059042.489953
PE,2604155,Casinhas,258780.764699406
PE,2604205,Catende,16339.4197327019
PE,2604304,Cedro,409407.18092419
PE,2604403,Chã de Alegria,385123.57019666
PE,2604502,Chã Grande,1660293.71219776
PE,2604601,Condado,1463263.55537101
PE,2604700,Correntes,330247.51318773
PE,2604809,Cortês,96306.3539436363
PE,2604908,Cumaru,534935.066228028
PE,2605004,Cupira,1540220.02907792
PE,2605103,Custódia,2670897.52590494
PE,2605152,Dormentes,879278.950048633
PE,2605202,Escada,1266034.31637358
PE,2605301,Exu,182361.473675772
PE,2605400,Feira Nova,1362560.37325131
PE,2605459,Fernando de Noronha,
PE,2605509,Ferreiros,242410.993363828
PE,2605608,Flores,1180109.14403571
PE,2605707,Floresta,3652058.02135905
PE,2605806,Frei Miguelinho,452000.166150494
PE,2605905,Gameleira,91396.051320677
PE,2606002,Garanhuns,26461975.4175486
PE,2606101,Glória do Goitá,1053879.69461212
PE,2606200,Goiana,16118564.1557072
PE,2606309,Granito,390152.97131945
PE,2606408,Gravatá,27279787.4482277
PE,2606507,Iati,576269.625857751
PE,2606606,Ibimirim,1768820.03961882
PE,2606705,Ibirajuba,166276.686692987
PE,2606804,Igarassu,11212478.4053577
PE,2606903,Iguaraci,577768.876054174
PE,2607000,Inajá,581071.918214306
PE,2607109,Ingazeira,338679.494136861
PE,2607208,Ipojuca,200581045.864456
PE,2607307,Ipubi,1211965.91561976
PE,2607406,Itacuruba,261139.299989901
PE,2607505,Itaíba,1390418.67931011
PE,2607604,Itamaracá,2900053.54314057
PE,2607653,Itambé,1314438.96853023
PE,2607703,Itapetim,552667.505547086
PE,2607752,Itapissuma,6665601.87998833
PE,2607802,Itaquitinga,244572.872355254
PE,2607901,Jaboatão dos Guararapes,241119722.932516
PE,2607950,Jaqueira,204500.18138442
PE,2608008,Jataúba,473272.738541304
PE,2608057,Jatobá,1371229.98191522
PE,2608107,João Alfredo,137131.516437081
PE,2608206,Joaquim Nabuco,262980.565600961
PE,2608255,Jucati,216101.125082734
PE,2608305,Jupi,592651.299179316
PE,2608404,Jurema,273126.642808713
PE,2608453,Lagoa do Carro,582267.898559211
PE,2608503,Lagoa do Itaenga,341938.439797918
PE,2608602,Lagoa do Ouro,315866.122301215
PE,2608701,Lagoa dos Gatos,328138.741808299
PE,2608750,Lagoa Grande,1770306.82196351
PE,2608800,Lajedo,2027317.50388618
PE,2608909,Limoeiro,3962314.78313868
PE,2609006,Macaparana,606162.651812917
PE,2609105,Machados,541538.037431878
PE,2609154,Manari,300940.050582818
PE,2609204,Maraial,77545.6784289259
PE,2609303,Mirandiba,667551.892004143
PE,2609402,Moreno,5505784.50571619
PE,2609501,Nazaré da Mata,1423367.69146404
PE,2609600,Olinda,117814004.856499
PE,2609709,Orobó,1345236.12144853
PE,2609808,Orocó,345837.261663987
PE,2609907,Ouricuri,3755448.19733973
PE,2610004,Palmares,5433406.20049869
PE,2610103,Palmeirina,168945.489081287
PE,2610202,Panelas,784612.97766471
PE,2610301,Paranatama,1177308.29319873
PE,2610400,Parnamirim,1166782.09268067
PE,2610509,Passira,620816.260026751
PE,2610608,Paudalho,5670710.81790189
PE,2610707,Paulista,69765722.8242021
PE,2610806,Pedra,1160139.26640654
PE,2610905,Pesqueira,4421603.94125503
PE,2611002,Petrolândia,1406447.74475723
PE,2611101,Petrolina,107318711.912111
PE,2611200,Poção,327925.015510654
PE,2611309,Pombos,1380208.41993345
PE,2611408,Primavera,128990.482800687
PE,2611507,Quipapá,560459.682092901
PE,2611533,Quixaba,283414.046270076
PE,2611606,Recife,1562532145.28619
PE,2611705,Riacho das Almas,546516.890160286
PE,2611804,Ribeirão,1599521.74777277
PE,2611903,Rio Formoso,712082.98623453
PE,2612000,Sairé,1097894.97571177
PE,2612109,Salgadinho,28219.4104673289
PE,2612208,Salgueiro,14738033.4589875
PE,2612307,Saloá,445347.971464521
PE,2612406,Sanharó,1066981.44079116
PE,2612455,Santa Cruz,469767.605377498
PE,2612471,Santa Cruz da Baixa Verde,293728.469393681
PE,2612505,Santa Cruz do Capibaribe,9442451.39460569
PE,2612554,Santa Filomena,515663.868683795
PE,2612604,Santa Maria da Boa Vista,136060.250510416
PE,2612703,Santa Maria do Cambucá,285670.240209068
PE,2612802,Santa Terezinha,340370.777970746
PE,2612901,São Benedito do Sul,464848.190777332
PE,2613008,São Bento do Una,2047938.38014507
PE,2613107,São Caitano,1231429.67334723
PE,2613206,São João,813323.480964385
PE,2613305,São Joaquim do Monte,775118.567526284
PE,2613404,São José da Coroa Grande,1384132.310849
PE,2613503,São José do Belmonte,1726054.16445501
PE,2613602,São José do Egito,1957261.64847796
PE,2613701,São Lourenço da Mata,2046238.25957381
PE,2613800,São Vicente Ferrer,809492.886096129
PE,2613909,Serra Talhada,17451451.7136781
PE,2614006,Serrita,424030.458049917
PE,2614105,Sertânia,29267156.9516273
PE,2614204,Sirinhaém,1524761.46230129
PE,2614303,Moreilândia,413125.91387789
PE,2614402,Solidão,246681.303531409
PE,2614501,Surubim,5213009.09785142
PE,2614600,Tabira,1092680.68009164
PE,2614709,Tacaimbó,629735.041092511
PE,2614808,Tacaratu,1680945.18623678
PE,2614857,Tamandaré,11521037.7647731
PE,2615003,Taquaritinga do Norte,1659711.57139504
PE,2615102,Terezinha,195662.331088073
PE,2615201,Terra Nova,242102.270002499
PE,2615300,Timbaúba,2801664.07324751
PE,2615409,Toritama,4095423.86254123
PE,2615508,Tracunhaém,148585.815427548
PE,2615607,Trindade,831236.04509666
PE,2615706,Triunfo,1041142.14031458
PE,2615805,Tupanatinga,595252.096813149
PE,2615904,Tuparetama,525060.112226503
PE,2616001,Venturosa,921753.469313862
PE,2616100,Verdejante,535223.037189486
PE,2616183,Vertente do Lério,148012.311343188
PE,2616209,Vertentes,824672.033151453
PE,2616308,Vicência,528951.492359593
PE,2616407,Vitória de Santo Antão,9032897.86130913
PE,2616506,Xexéu,613561.416605869
PE,2699919,Muribeca,
PE,2699929,Nossa Senhora do Ó de Goyanna,
PE,2699939,Cimbres,
PI,2200053,Acauã,357586.255331925
PI,2200103,Agricolândia,211546.466520244
PI,2200202,Água Branca,1354706.03695104
PI,2200251,Alagoinha do Piauí,111080.158197519
PI,2200277,Alegrete do Piauí,154820.900381664
PI,2200301,Alto Longá,608544.201256725
PI,2200400,Altos,1681581.57834994
PI,2200459,Alvorada do Gurguéia,379968.752024744
PI,2200509,Amarante,865365.776315851
PI,2200608,Angical do Piauí,210329.099527148
PI,2200707,Anísio de Abreu,283145.907962948
PI,2200806,Antônio Almeida,366025.108729155
PI,2200905,Aroazes,246362.591186437
PI,2200954,Aroeiras de Itaim,98040.3444008995
PI,2201002,Arraial,35467.6173599705
PI,2201051,Assunção do Piauí,101853.291437878
PI,2201101,Avelino Lopes,474003.156685685
PI,2201150,Baixa Grande do Ribeiro,1463248.98988399
PI,2201176,Barra D'Alcântara,118655.206412922
PI,2201200,Barras,1438168.11363258
PI,2201309,Barreiras do Piauí,126780.096634539
PI,2201408,Barro Duro,4389.44285869486
PI,2201507,Batalha,1102303.43063398
PI,2201556,Bela Vista do Piauí,289521.755014486
PI,2201572,Belém do Piauí,107111.237360832
PI,2201606,Beneditinos,358462.984819133
PI,2201705,Bertolínia,315245.800091567
PI,2201739,Betânia do Piauí,219960.220095833
PI,2201770,Boa Hora,126795.210891666
PI,2201804,Bocaina,192761.245082694
PI,2201903,Bom Jesus,4307191.12269754
PI,2201919,Bom Princípio do Piauí,2852541.68866508
PI,2201929,Bonfim do Piauí,2613.56124017884
PI,2201945,Boqueirão do Piauí,128719.055292031
PI,2201960,Brasileira,223092.876830018
PI,2201988,Brejo do Piauí,142862.789401174
PI,2202000,Buriti dos Lopes,1253598.60102231
PI,2202026,Buriti dos Montes,171128.16321169
PI,2202059,Cabeceiras do Piauí,119187.48264694
PI,2202075,Cajazeiras do Piauí,157960.009011154
PI,2202083,Cajueiro da Praia,196143.720433997
PI,2202091,Caldeirão Grande do Piauí,319024.78492607
PI,2202109,Campinas do Piauí,33731.503623966
PI,2202117,Campo Alegre do Fidalgo,93190.6526672259
PI,2202133,Campo Grande do Piauí,138680.330318905
PI,2202174,Campo Largo do Piauí,166241.329486122
PI,2202208,Campo Maior,3742157.09811991
PI,2202251,Canavieira,177446.025264559
PI,2202307,Canto do Buriti,1041344.46210942
PI,2202406,Capitão de Campos,1469.66789743869
PI,2202455,Capitão Gervásio Oliveira,2225.25766515781
PI,2202505,Caracol,263209.818160706
PI,2202539,Caraúbas do Piauí,256.434630587646
PI,2202554,Caridade do Piauí,257827.060374352
PI,2202604,Castelo do Piauí,673038.772507901
PI,2202653,Caxingó,109748.544447803
PI,2202703,Cocal,1042587.81618798
PI,2202711,Cocal de Telha,151625.52486553
PI,2202729,Cocal dos Alves,121746.997724377
PI,2202737,Coivaras,65787.980958454
PI,2202752,Colônia do Gurguéia,163283.550912613
PI,2202778,Colônia do Piauí,220369.633369644
PI,2202802,Conceição do Canindé,162750.464345162
PI,2202851,Coronel José Dias,657979.248788618
PI,2202901,Corrente,2342254.20109316
PI,2203008,Cristalândia do Piauí,88591.9694073568
PI,2203107,Cristino Castro,696240.813765308
PI,2203206,Curimatá,748936.304536499
PI,2203230,Currais,299137.561307032
PI,2203255,Curralinhos,106360.232644308
PI,2203271,Curral Novo do Piauí,1252984.53239852
PI,2203305,Demerval Lobão,829694.257523715
PI,2203354,Dirceu Arcoverde,294702.729518723
PI,2203404,Dom Expedito Lopes,242887.783982044
PI,2203420,Domingos Mourão,110585.495795115
PI,2203453,Dom Inocêncio,1989938.9390782
PI,2203503,Elesbão Veloso,717352.933298195
PI,2203602,Eliseu Martins,11470.7723511353
PI,2203701,Esperantina,731577.905898309
PI,2203750,Fartura do Piauí,89194.3753841481
PI,2203800,Flores do Piauí,59922.3725599535
PI,2203859,Floresta do Piauí,120410.357855901
PI,2203909,Floriano,8904670.65789595
PI,2204006,Francinópolis,185477.598924105
PI,2204105,Francisco Ayres,60845.629546536
PI,2204154,Francisco Macedo,84582.6857598155
PI,2204204,Francisco Santos,192191.826856782
PI,2204303,Fronteiras,336822.394542145
PI,2204352,Geminiano,101757.261797415
PI,2204402,Gilbués,2594281.1409338
PI,2204501,Guadalupe,471853.74212687
PI,2204550,Guaribas,62030.1934216873
PI,2204600,Hugo Napoleão,137507.931702628
PI,2204659,Ilha Grande,340699.891304335
PI,2204709,Inhuma,493731.011310505
PI,2204808,Ipiranga do Piauí,673721.524583148
PI,2204907,Isaías Coelho,164024.267471758
PI,2205003,Itainópolis,249727.357162151
PI,2205102,Itaueira,25857.616747461
PI,2205151,Jacobina do Piauí,2218.10826765702
PI,2205201,Jaicós,463348.513189858
PI,2205250,Jardim do Mulato,155511.40704014
PI,2205276,Jatobá do Piauí,70451.6195214231
PI,2205300,Jerumenha,97693.1934553952
PI,2205359,João Costa,163137.942200672
PI,2205409,Joaquim Pires,307804.313289159
PI,2205458,Joca Marques,379095.356187733
PI,2205508,José de Freitas,1649998.12505255
PI,2205516,Juazeiro do Piauí,60440.4730875927
PI,2205524,Júlio Borges,327347.883731053
PI,2205532,Jurema,134229.014912542
PI,2205540,Lagoinha do Piauí,84766.282697931
PI,2205557,Lagoa Alegre,283078.527199415
PI,2205565,Lagoa do Barro do Piauí,6347431.35574714
PI,2205573,Lagoa de São Francisco,124348.752714163
PI,2205581,Lagoa do Piauí,185486.492077094
PI,2205599,Lagoa do Sítio,139554.085164399
PI,2205607,Landri Sales,344735.331284196
PI,2205706,Luís Correia,3153232.82912951
PI,2205805,Luzilândia,717292.024944738
PI,2205854,Madeiro,148560.264280956
PI,2205904,Manoel Emídio,192349.103344414
PI,2205953,Marcolândia,1122590.63073242
PI,2206001,Marcos Parente,139115.510144397
PI,2206050,Massapê do Piauí,104834.154256832
PI,2206100,Matias Olímpio,216921.100457501
PI,2206209,Miguel Alves,1033498.30094517
PI,2206308,Miguel Leão,30033.6854787365
PI,2206357,Milton Brandão,230341.770967469
PI,2206407,Monsenhor Gil,581230.979486967
PI,2206506,Monsenhor Hipólito,178265.128761582
PI,2206605,Monte Alegre do Piauí,587081.80227584
PI,2206654,Morro Cabeça no Tempo,75678.1163012821
PI,2206670,Morro do Chapéu do Piauí,155098.690888287
PI,2206696,Murici dos Portelas,184619.6096797
PI,2206704,Nazaré do Piauí,627.751975678558
PI,2206720,Nazária,
PI,2206753,Nossa Senhora de Nazaré,120381.847453673
PI,2206803,Nossa Senhora dos Remédios,160213.474485676
PI,2206902,Novo Oriente do Piauí,120408.747446421
PI,2206951,Novo Santo Antônio,90043.0201506148
PI,2207009,Oeiras,2688389.17310588
PI,2207108,Olho D'Água do Piauí,52134.3194829987
PI,2207207,Padre Marcos,151692.079909552
PI,2207306,Paes Landim,184456.968579596
PI,2207355,Pajeú do Piauí,113384.182323808
PI,2207405,Palmeira do Piauí,1216564.92711595
PI,2207504,Palmeirais,462374.020564084
PI,2207553,Paquetá,268272.217291759
PI,2207603,Parnaguá,667603.907204612
PI,2207702,Parnaíba,23313037.2742732
PI,2207751,Passagem Franca do Piauí,106079.364922118
PI,2207777,Patos do Piauí,226228.949273482
PI,2207793,Pau D'Arco do Piauí,167537.519355968
PI,2207801,Paulistana,2494854.37757394
PI,2207850,Pavussu,104723.471941578
PI,2207900,Pedro II,1464317.50170272
PI,2207934,Pedro Laurentino,51633.0820966669
PI,2207959,Nova Santa Rita,940598.296416946
PI,2208007,Picos,16069094.8074792
PI,2208106,Pimenteiras,172012.493421349
PI,2208205,Pio IX,579146.750611247
PI,2208304,Piracuruca,1883819.89859003
PI,2208403,Piripiri,4233829.16500927
PI,2208502,Porto,226384.594836864
PI,2208551,Porto Alegre do Piauí,71013.806290753
PI,2208601,Prata do Piauí,158493.075063834
PI,2208650,Queimada Nova,1848324.71963597
PI,2208700,Redenção do Gurguéia,568441.845927825
PI,2208809,Regeneração,586817.438686475
PI,2208858,Riacho Frio,276191.185376322
PI,2208874,Ribeira do Piauí,534028.415948123
PI,2208908,Ribeiro Gonçalves,646690.32962011
PI,2209005,Rio Grande do Piauí,432.020550843619
PI,2209104,Santa Cruz do Piauí,214564.42517286
PI,2209153,Santa Cruz dos Milagres,178162.165128709
PI,2209203,Santa Filomena,929342.27268285
PI,2209302,Santa Luz,289118.803893366
PI,2209351,Santana do Piauí,145750.41771714
PI,2209377,Santa Rosa do Piauí,250779.164829048
PI,2209401,Santo Antônio de Lisboa,188008.567698464
PI,2209450,Santo Antônio dos Milagres,78479.0184251831
PI,2209500,Santo Inácio do Piauí,111177.213576504
PI,2209559,São Braz do Piauí,3931.59421185845
PI,2209609,São Félix do Piauí,244407.81564093
PI,2209658,São Francisco de Assis do Piauí,801100.33966449
PI,2209708,São Francisco do Piauí,138337.313099645
PI,2209757,São Gonçalo do Gurguéia,6454130.512914
PI,2209807,São Gonçalo do Piauí,201085.39014097
PI,2209856,São João da Canabrava,150881.387468413
PI,2209872,São João da Fronteira,65222.2609310867
PI,2209906,São João da Serra,79660.8333210946
PI,2209955,São João da Varjota,191374.087591993
PI,2209971,São João do Arraial,228425.999129275
PI,2210003,São João do Piauí,7705954.24779893
PI,2210052,São José do Divino,130242.271869029
PI,2210102,São José do Peixe,121664.54886195
PI,2210201,São José do Piauí,211298.873755719
PI,2210300,São Julião,248349.831356176
PI,2210359,São Lourenço do Piauí,87250.8265467686
PI,2210375,São Luis do Piauí,97916.2300396951
PI,2210383,São Miguel da Baixa Grande,70098.7039254232
PI,2210391,São Miguel do Fidalgo,101700.733347448
PI,2210409,São Miguel do Tapuio,480408.586036208
PI,2210508,São Pedro do Piauí,562696.48957382
PI,2210607,São Raimundo Nonato,412367.431527538
PI,2210623,Sebastião Barros,372678.274447596
PI,2210631,Sebastião Leal,568735.678984938
PI,2210656,Sigefredo Pacheco,196402.386045871
PI,2210706,Simões,1258478.21354868
PI,2210805,Simplício Mendes,1302208.33933912
PI,2210904,Socorro do Piauí,225283.93637284
PI,2210938,Sussuapara,141900.164570104
PI,2210953,Tamboril do Piauí,49910.7953159437
PI,2210979,Tanque do Piauí,106117.655741157
PI,2211001,Teresina,428290964.854917
PI,2211100,União,1815904.45859466
PI,2211209,Uruçuí,4825788.78476907
PI,2211308,Valença do Piauí,1098026.28562871
PI,2211357,Várzea Branca,229667.737669662
PI,2211407,Várzea Grande,88366.3171898249
PI,2211506,Vera Mendes,153219.004531309
PI,2211605,Vila Nova do Piauí,160733.026433325
PI,2211704,Wall Ferraz,132473.719866169
PR,4100103,Abatiá,1077350.45200936
PR,4100202,Adrianópolis,2329656.48059968
PR,4100301,Agudos do Sul,922739.706645717
PR,4100400,Almirante Tamandaré,21951981.228624
PR,4100459,Altamira do Paraná,398546.210124592
PR,4100509,Altônia,3583004.60653221
PR,4100608,Alto Paraná,3056478.05748461
PR,4100707,Alto Piquiri,2009710.41836237
PR,4100806,Alvorada do Sul,5310944.16045039
PR,4100905,Amaporã,487687.606114061
PR,4101002,Ampére,4320874.66947602
PR,4101051,Anahy,496321.626779939
PR,4101101,Andirá,5911650.17395031
PR,4101150,Ângulo,501633.034194678
PR,4101200,Antonina,13309558.9128848
PR,4101309,Antônio Olinto,403861.084535537
PR,4101408,Apucarana,55927462.7812162
PR,4101507,Arapongas,43752385.3865607
PR,4101606,Arapoti,6815666.3812645
PR,4101655,Arapuã,424397.333947206
PR,4101705,Araruna,2650709.14374618
PR,4101804,Araucária,75028740.0890178
PR,4101853,Ariranha do Ivaí,251577.639014822
PR,4101903,Assaí,4325233.56584152
PR,4102000,Assis Chateaubriand,13479058.5418167
PR,4102109,Astorga,8143739.20979918
PR,4102208,Atalaia,733654.010924932
PR,4102307,Balsa Nova,6270956.97914573
PR,4102406,Bandeirantes,6681434.76439524
PR,4102505,Barbosa Ferraz,1865717.11466792
PR,4102604,Barracão,1999155.72282816
PR,4102703,Barra do Jacaré,652685.5969077
PR,4102752,Bela Vista da Caroba,312818.348848883
PR,4102802,Bela Vista do Paraíso,3818539.63351316
PR,4102901,Bituruna,2046117.83787129
PR,4103008,Boa Esperança,1605263.57558626
PR,4103024,Boa Esperança do Iguaçu,408119.786762173
PR,4103040,Boa Ventura de São Roque,944368.675305246
PR,4103057,Boa Vista da Aparecida,2309748.37294432
PR,4103107,Bocaiúva do Sul,1724974.37976992
PR,4103156,Bom Jesus do Sul,434995.818258935
PR,4103206,Bom Sucesso,352930.971820392
PR,4103222,Bom Sucesso do Sul,824460.949840067
PR,4103305,Borrazópolis,1836599.44104267
PR,4103354,Braganey,1384883.60277231
PR,4103370,Brasilândia do Sul,611951.957643476
PR,4103404,Cafeara,356077.629885407
PR,4103453,Cafelândia,5416779.68681097
PR,4103479,Cafezal do Sul,660487.959037042
PR,4103503,Califórnia,2510920.879058
PR,4103602,Cambará,7636686.82288679
PR,4103701,Cambé,43342825.9005615
PR,4103800,Cambira,1599276.09365405
PR,4103909,Campina da Lagoa,2283890.86218984
PR,4103958,Campina do Simão,258981.980406207
PR,4104006,Campina Grande do Sul,29156554.6918457
PR,4104055,Campo Bonito,431052.715260856
PR,4104105,Campo do Tenente,1016237.72186116
PR,4104204,Campo Largo,48545384.8974359
PR,4104253,Campo Magro,4706952.00212292
PR,4104303,Campo Mourão,61096506.5001471
PR,4104402,Cândido de Abreu,2232751.27999192
PR,4104428,Candói,4841974.37449557
PR,4104451,Cantagalo,1911516.70553761
PR,4104501,Capanema,5514070.05223387
PR,4104600,Capitão Leônidas Marques,4686143.40887618
PR,4104659,Carambeí,6840393.09735717
PR,4104709,Carlópolis,2720035.75035193
PR,4104808,Cascavel,237959733.025947
PR,4104907,Castro,27165763.1281355
PR,4105003,Catanduvas,1559941.58566822
PR,4105102,Centenário do Sul,3194354.67038433
PR,4105201,Cerro Azul,1571582.83576177
PR,4105300,Céu Azul,4391292.80889207
PR,4105409,Chopinzinho,7638048.52154737
PR,4105508,Cianorte,57225592.7021314
PR,4105607,Cidade Gaúcha,2703004.29561035
PR,4105706,Clevelândia,3035639.86142412
PR,4105805,Colombo,82011202.4473596
PR,4105904,Colorado,6246092.79015716
PR,4106001,Congonhinhas,1398410.80648521
PR,4106100,Conselheiro Mairinck,451801.949019306
PR,4106209,Contenda,3570624.54775317
PR,4106308,Corbélia,6751194.57866757
PR,4106407,Cornélio Procópio,28868952.6372479
PR,4106456,Coronel Domingos Soares,2633875.04793456
PR,4106506,Coronel Vivida,8469625.98371119
PR,4106555,Corumbataí do Sul,478565.713434797
PR,4106571,Cruzeiro do Iguaçu,982684.050524819
PR,4106605,Cruzeiro do Oeste,4718718.41283096
PR,4106704,Cruzeiro do Sul,344259.224491662
PR,4106803,Cruz Machado,1969902.96285865
PR,4106852,Cruzmaltina,699921.502077214
PR,4106902,Curitiba,2624483867.83723
PR,4107009,Curiúva,2728596.14350667
PR,4107108,Diamante do Norte,1081376.79539809
PR,4107124,Diamante do Sul,267605.801812045
PR,4107157,Diamante D'Oeste,453626.235238692
PR,4107207,Dois Vizinhos,16968043.6750218
PR,4107256,Douradina,5627723.17294085
PR,4107306,Doutor Camargo,2134779.07540106
PR,4107405,Enéas Marques,940659.173998247
PR,4107504,Engenheiro Beltrão,4136420.51141998
PR,4107520,Esperança Nova,313189.502075811
PR,4107538,Entre Rios do Oeste,1403020.3728308
PR,4107546,Espigão Alto do Iguaçu,243097.865488806
PR,4107553,Farol,777716.055443817
PR,4107603,Faxinal,3939101.27412459
PR,4107652,Fazenda Rio Grande,59906434.8091687
PR,4107702,Fênix,959083.961176429
PR,4107736,Fernandes Pinheiro,1204669.97085629
PR,4107751,Figueira,2310657.37216544
PR,4107801,Floraí,1294649.92860255
PR,4107850,Flor da Serra do Sul,468025.388497286
PR,4107900,Floresta,4558518.45757901
PR,4108007,Florestópolis,3078849.63006217
PR,4108106,Flórida,1000259.28002925
PR,4108205,Formosa do Oeste,1762293.39361842
PR,4108304,Foz do Iguaçu,250052134.278453
PR,4108320,Francisco Alves,1202674.51452098
PR,4108403,Francisco Beltrão,46131289.7550223
PR,4108452,Foz do Jordão,730653.65394536
PR,4108502,General Carneiro,853090.178747924
PR,4108551,Godoy Moreira,336864.326732939
PR,4108601,Goioerê,10432880.0786958
PR,4108650,Goioxim,883560.153559321
PR,4108700,Grandes Rios,550935.817872806
PR,4108809,Guaíra,12567218.8934466
PR,4108908,Guairaçá,1055959.96926584
PR,4108957,Guamiranga,1898314.46262685
PR,4109005,Guapirama,689310.158423544
PR,4109104,Guaporema,240730.450721836
PR,4109203,Guaraci,866996.876651501
PR,4109302,Guaraniaçu,4222715.0111702
PR,4109401,Guarapuava,82370664.5733012
PR,4109500,Guaraqueçaba,359379.164209912
PR,4109609,Guaratuba,60419457.0592446
PR,4109658,Honório Serpa,748023.694715779
PR,4109708,Ibaiti,6550591.43539557
PR,4109757,Ibema,1400214.61896369
PR,4109807,Ibiporã,29141399.3231188
PR,4109906,Icaraíma,4031628.25003396
PR,4110003,Iguaraçu,3427697.52660572
PR,4110052,Iguatu,243998.781890372
PR,4110078,Imbaú,4562632.42297145
PR,4110102,Imbituva,4666756.78668559
PR,4110201,Inácio Martins,3643911.7701327
PR,4110300,Inajá,248241.462081289
PR,4110409,Indianópolis,660836.88451019
PR,4110508,Ipiranga,3254373.98549203
PR,4110607,Iporã,4700404.57978875
PR,4110656,Iracema do Oeste,205846.704243558
PR,4110706,Irati,14516709.3092498
PR,4110805,Iretama,2801541.53852363
PR,4110904,Itaguajé,912369.469669982
PR,4110953,Itaipulândia,3193517.19591037
PR,4111001,Itambaracá,1422867.53110316
PR,4111100,Itambé,1658279.28653805
PR,4111209,Itapejara d'Oeste,2292296.85776307
PR,4111258,Itaperuçu,2856237.9169156
PR,4111308,Itaúna do Sul,279147.189422187
PR,4111407,Ivaí,1451136.79246267
PR,4111506,Ivaiporã,14808939.0088346
PR,4111555,Ivaté,1168581.96632323
PR,4111605,Ivatuba,641454.765311713
PR,4111704,Jaboti,611667.595572053
PR,4111803,Jacarezinho,18279733.3497523
PR,4111902,Jaguapitã,3075011.98324157
PR,4112009,Jaguariaíva,13416436.1587739
PR,4112108,Jandaia do Sul,7700407.83343134
PR,4112207,Janiópolis,1239750.19754852
PR,4112306,Japira,328009.7415126
PR,4112405,Japurá,1703849.41799073
PR,4112504,Jardim Alegre,8009286.00605606
PR,4112603,Jardim Olinda,121164.726994779
PR,4112702,Jataizinho,1409943.12314769
PR,4112751,Jesuítas,1985928.25016888
PR,4112801,Joaquim Távora,2522062.57397639
PR,4112900,Jundiaí do Sul,515184.47610886
PR,4112959,Juranda,2226202.7806323
PR,4113007,Jussara,1921729.65576833
PR,4113106,Kaloré,203905.812068951
PR,4113205,Lapa,17220438.8686684
PR,4113254,Laranjal,447394.094154135
PR,4113304,Laranjeiras do Sul,9947187.65880591
PR,4113403,Leópolis,524161.524251383
PR,4113429,Lidianópolis,1078587.64823765
PR,4113452,Lindoeste,1887340.55117768
PR,4113502,Loanda,8039608.84722425
PR,4113601,Lobato,919316.653078469
PR,4113700,Londrina,698519284.067827
