UF,COD,MUN,POUPANCA
MG,3104700,Ataléia,7350.3054649342
MG,3104809,Augusto de Lima,
MG,3104908,Baependi,54627.8084445562
MG,3105004,Baldim,
MG,3105103,Bambuí,70063.5271897381
MG,3105202,Bandeira,
MG,3105301,Bandeira do Sul,
MG,3105400,Barão de Cocais,91974.3831283586
MG,3105509,Barão de Monte Alto,
MG,3105608,Barbacena,529140.585566538
MG,3105707,Barra Longa,
MG,3105905,Barroso,44300.444722479
MG,3106002,Bela Vista de Minas,6006.9668996596
MG,3106101,Belmiro Braga,
MG,3106200,Belo Horizonte,10537006.7188569
MG,3106309,Belo Oriente,75211.5802724278
MG,3106408,Belo Vale,
MG,3106507,Berilo,42578.8135899337
MG,3106606,Bertópolis,
MG,3106655,Berizal,
MG,3106705,Betim,685526.280376706
MG,3106804,Bias Fortes,
MG,3106903,Bicas,90675.9309220436
MG,3107000,Biquinhas,
MG,3107109,Boa Esperança,105006.097364071
MG,3107208,Bocaina de Minas,
MG,3107307,Bocaiúva,77049.7665635499
MG,3107406,Bom Despacho,91324.2180733999
MG,3107505,Bom Jardim de Minas,
MG,3107604,Bom Jesus da Penha,3930.6346919992
MG,3107703,Bom Jesus do Amparo,
MG,3107802,Bom Jesus do Galho,15168.3843786875
MG,3107901,Bom Repouso,
MG,3108008,Bom Sucesso,48316.2212536167
MG,3108107,Bonfim,26701.8693174079
MG,3108206,Bonfinópolis de Minas,9180.2341431285
MG,3108255,Bonito de Minas,
MG,3108305,Borda da Mata,63402.8599459525
MG,3108404,Botelhos,24358.3729446747
MG,3108503,Botumirim,
MG,3108552,Brasilândia de Minas,17499.2565313284
MG,3108602,Brasília de Minas,45259.8290073856
MG,3108701,Brás Pires,
MG,3108800,Braúnas,
MG,3108909,Brasópolis,30778.3079978789
MG,3109006,Brumadinho,213784.654544799
MG,3109105,Bueno Brandão,27566.009499366
MG,3109204,Buenópolis,12843.217255187
MG,3109253,Bugre,
MG,3109303,Buritis,27109.3774618536
MG,3109402,Buritizeiro,8114.2503889661
MG,3109451,Cabeceira Grande,
MG,3109501,Cabo Verde,8713.3230773476
MG,3109600,Cachoeira da Prata,5464.3840193366
MG,3109709,Cachoeira de Minas,24692.4214555226
MG,3109808,Cachoeira Dourada,
MG,3109907,Caetanópolis,
MG,3110004,Caeté,98862.3147736339
MG,3110103,Caiana,
MG,3110202,Cajuri,
MG,3110301,Caldas,34699.2482094225
MG,3110400,Camacho,
MG,3110509,Camanducaia,59409.3933646471
MG,3110608,Cambuí,133955.053355924
MG,3110707,Cambuquira,20396.3411220613
MG,3110806,Campanário,3915.704220768
MG,3110905,Campanha,31866.8270328045
MG,3111002,Campestre,70554.4860975015
MG,3111101,Campina Verde,34619.0500871531
MG,3111150,Campo Azul,
MG,3111200,Campo Belo,179581.627048527
MG,3111309,Campo do Meio,
MG,3111408,Campo Florido,7500.0656520014
MG,3111507,Campos Altos,19974.3164152399
MG,3111606,Campos Gerais,46252.2008654961
MG,3111705,Canaã,
MG,3111804,Canápolis,5770.6910110794
MG,3111903,Cana Verde,
MG,3112000,Candeias,28510.0148388588
MG,3112059,Cantagalo,
MG,3112109,Caparaó,
MG,3112208,Capela Nova,
MG,3112307,Capelinha,98995.9749563085
MG,3112406,Capetinga,
MG,3112505,Capim Branco,
MG,3112604,Capinópolis,22144.3596004476
MG,3112653,Capitão Andrade,
MG,3112703,Capitão Enéas,
MG,3112802,Capitólio,
MG,3112901,Caputira,
MG,3113008,Caraí,
MG,3113107,Caranaíba,
MG,3113206,Carandaí,103930.180234913
MG,3113305,Carangola,88776.030208018
MG,3113404,Caratinga,224134.836195758
MG,3113503,Carbonita,17538.5389319147
MG,3113602,Careaçu,
MG,3113701,Carlos Chagas,18384.0707168073
MG,3113800,Carmésia,
MG,3113909,Carmo da Cachoeira,8839.3657619524
MG,3114006,Carmo da Mata,24017.5229400016
MG,3114105,Carmo de Minas,
MG,3114204,Carmo do Cajuru,11240.5949819179
MG,3114303,Carmo do Paranaíba,93092.8668017283
MG,3114402,Carmo do Rio Claro,33767.2864800314
MG,3114501,Carmópolis de Minas,39552.5894362883
MG,3114550,Carneirinho,7696.5235961907
MG,3114600,Carrancas,
MG,3114709,Carvalhópolis,
MG,3114808,Carvalhos,
MG,3114907,Casa Grande,
MG,3115003,Cascalho Rico,
MG,3115102,Cássia,41897.1774608127
MG,3115201,Conceição da Barra de Minas,
MG,3115300,Cataguases,198382.962520317
MG,3115359,Catas Altas,
MG,3115409,Catas Altas da Noruega,
MG,3115458,Catuji,
MG,3115474,Catuti,
MG,3115508,Caxambu,69984.6158602214
MG,3115607,Cedro do Abaeté,
MG,3115706,Central de Minas,
MG,3115805,Centralina,10145.2429505905
MG,3115904,Chácara,
MG,3116001,Chalé,
MG,3116100,Chapada do Norte,12606.5099563198
MG,3116159,Chapada Gaúcha,
MG,3116209,Chiador,
MG,3116308,Cipotânea,
MG,3116407,Claraval,
MG,3116506,Claro dos Poções,
MG,3116605,Cláudio,32679.464877152
MG,3116704,Coimbra,20215.7175980412
MG,3116803,Coluna,12750.0641357694
MG,3116902,Comendador Gomes,
MG,3117009,Comercinho,
MG,3117108,Conceição da Aparecida,11402.6407363776
MG,3117207,Conceição das Pedras,
MG,3117306,Conceição das Alagoas,53212.1447759822
MG,3117405,Conceição de Ipanema,
MG,3117504,Conceição do Mato Dentro,66800.8586962341
MG,3117603,Conceição do Pará,4401.0092910783
MG,3117702,Conceição do Rio Verde,26597.3599566117
MG,3117801,Conceição dos Ouros,21208.9207741489
MG,3117836,Cônego Marinho,
MG,3117876,Confins,
MG,3117900,Congonhal,26058.7862167146
MG,3118007,Congonhas,193526.393154407
MG,3118106,Congonhas do Norte,
MG,3118205,Conquista,30396.0710454791
MG,3118304,Conselheiro Lafaiete,449324.256588258
MG,3118403,Conselheiro Pena,76728.4096533058
MG,3118502,Consolação,
MG,3118601,Contagem,1384057.37835162
MG,3118700,Coqueiral,6893.9306984651
MG,3118809,Coração de Jesus,12963.5006562137
MG,3118908,Cordisburgo,
MG,3119005,Cordislândia,
MG,3119104,Corinto,49505.0466805585
MG,3119203,Coroaci,33641.1344114796
MG,3119302,Coromandel,87275.9746366462
MG,3119401,Coronel Fabriciano,204106.65606226
MG,3119500,Coronel Murta,
MG,3119609,Coronel Pacheco,
MG,3119708,Coronel Xavier Chaves,
MG,3119807,Córrego Danta,
MG,3119906,Córrego do Bom Jesus,
MG,3119955,Córrego Fundo,
MG,3120003,Córrego Novo,
MG,3120102,Couto de Magalhães de Minas,
MG,3120151,Crisólita,
MG,3120201,Cristais,21987.3529456588
MG,3120300,Cristália,
MG,3120409,Cristiano Otoni,
MG,3120508,Cristina,12652.2175699535
MG,3120607,Crucilândia,
MG,3120706,Cruzeiro da Fortaleza,5585.0756412536
MG,3120805,Cruzília,31986.0257826127
MG,3120839,Cuparaque,
MG,3120870,Curral de Dentro,
MG,3120904,Curvelo,174124.461932157
MG,3121001,Datas,4761.8249288313
MG,3121100,Delfim Moreira,8089.3861052032
MG,3121209,Delfinópolis,
MG,3121258,Delta,
MG,3121308,Descoberto,
MG,3121407,Desterro de Entre Rios,24846.1242775759
MG,3121506,Desterro do Melo,
MG,3121605,Diamantina,150387.192477863
MG,3121704,Diogo de Vasconcelos,
MG,3121803,Dionísio,
MG,3121902,Divinésia,
MG,3122009,Divino,30017.019791152
MG,3122108,Divino das Laranjeiras,
MG,3122207,Divinolândia de Minas,
MG,3122306,Divinópolis,677788.132688391
MG,3122355,Divisa Alegre,
MG,3122405,Divisa Nova,
MG,3122454,Divisópolis,4982.5337316087
MG,3122470,Dom Bosco,
MG,3122504,Dom Cavati,10102.3994462253
MG,3122603,Dom Joaquim,
MG,3122702,Dom Silvério,23275.8026463234
MG,3122801,Dom Viçoso,
MG,3122900,Dona Eusébia,3982.9250315641
MG,3123007,Dores de Campos,
MG,3123106,Dores de Guanhães,
MG,3123205,Dores do Indaiá,36377.2863387976
MG,3123304,Dores do Turvo,
MG,3123403,Doresópolis,
MG,3123502,Douradoquara,
MG,3123528,Durandé,
MG,3123601,Elói Mendes,50361.3387830865
MG,3123700,Engenheiro Caldas,9478.9748284887
MG,3123809,Engenheiro Navarro,
MG,3123858,Entre Folhas,7341.6881975887
MG,3123908,Entre Rios de Minas,42790.8723101815
MG,3124005,Ervália,51102.9356916725
MG,3124104,Esmeraldas,56479.7587364985
MG,3124203,Espera Feliz,33262.8370313153
MG,3124302,Espinosa,64165.5679563117
MG,3124401,Espírito Santo do Dourado,
MG,3124500,Estiva,44130.3837499181
MG,3124609,Estrela Dalva,
MG,3124708,Estrela do Indaiá,
MG,3124807,Estrela do Sul,10554.4382330348
MG,3124906,Eugenópolis,11879.7170711222
MG,3125002,Ewbank da Câmara,
MG,3125101,Extrema,103686.82939264
MG,3125200,Fama,
MG,3125309,Faria Lemos,
MG,3125408,Felício dos Santos,
MG,3125507,São Gonçalo do Rio Preto,
MG,3125606,Felisburgo,1762.6873032163
MG,3125705,Felixlândia,
MG,3125804,Fernandes Tourinho,
MG,3125903,Ferros,
MG,3125952,Fervedouro,
MG,3126000,Florestal,
MG,3126109,Formiga,203866.518045278
MG,3126208,Formoso,
MG,3126307,Fortaleza de Minas,6302.9764866308
MG,3126406,Fortuna de Minas,
MG,3126505,Francisco Badaró,
MG,3126604,Francisco Dumont,
MG,3126703,Francisco Sá,26616.23087515
MG,3126752,Franciscópolis,
MG,3126802,Frei Gaspar,
MG,3126901,Frei Inocêncio,
MG,3126950,Frei Lagonegro,
MG,3127008,Fronteira,10934.6073913004
MG,3127057,Fronteira dos Vales,
MG,3127073,Fruta de Leite,
MG,3127107,Frutal,110551.410627979
MG,3127206,Funilândia,
MG,3127305,Galiléia,
MG,3127339,Gameleiras,
MG,3127354,Glaucilândia,
MG,3127370,Goiabeira,
MG,3127388,Goianá,
MG,3127404,Gonçalves,
MG,3127503,Gonzaga,
MG,3127602,Gouveia,19317.164351282
MG,3127701,Governador Valadares,837251.510236236
MG,3127800,Grão Mogol,11558.391225919
MG,3127909,Grupiara,
MG,3128006,Guanhães,186889.275399341
MG,3128105,Guapé,13176.3456282726
MG,3128204,Guaraciaba,15912.0293922974
MG,3128253,Guaraciama,
MG,3128303,Guaranésia,27741.9373893087
MG,3128402,Guarani,14571.0263930594
MG,3128501,Guarará,
MG,3128600,Guarda-Mor,5218.4455904133
MG,3128709,Guaxupé,146019.246016144
MG,3128808,Guidoval,
MG,3128907,Guimarânia,10735.7600641726
MG,3129004,Guiricema,
MG,3129103,Gurinhatã,3381.5386539354
MG,3129202,Heliodora,6319.100117956
MG,3129301,Iapu,17777.4654122988
MG,3129400,Ibertioga,
MG,3129509,Ibiá,56528.7478685426
MG,3129608,Ibiaí,
MG,3129657,Ibiracatu,
MG,3129707,Ibiraci,14564.9704602171
MG,3129806,Ibirité,153286.915846934
MG,3129905,Ibitiúra de Minas,
MG,3130002,Ibituruna,
MG,3130051,Icaraí de Minas,
MG,3130101,Igarapé,63192.6209370472
MG,3130200,Igaratinga,6637.3102708125
MG,3130309,Iguatama,4215.5470587783
MG,3130408,Ijaci,
MG,3130507,Ilicínea,
MG,3130556,Imbé de Minas,
MG,3130606,Inconfidentes,
MG,3130655,Indaiabira,
MG,3130705,Indianópolis,5692.0881442932
MG,3130804,Ingaí,
MG,3130903,Inhapim,107297.584732751
MG,3131000,Inhaúma,
MG,3131109,Inimutaba,
MG,3131158,Ipaba,
MG,3131208,Ipanema,31182.9529081276
MG,3131307,Ipatinga,764777.033969001
MG,3131406,Ipiaçu,
MG,3131505,Ipuiúna,17227.7209461971
MG,3131604,Iraí de Minas,9051.9009586733
MG,3131703,Itabira,327831.461577157
MG,3131802,Itabirinha de Mantena,13813.7455766151
MG,3131901,Itabirito,196018.750140627
MG,3132008,Itacambira,
MG,3132107,Itacarambi,9904.6735233223
MG,3132206,Itaguara,45959.2251516791
MG,3132305,Itaipé,6781.1252215918
MG,3132404,Itajubá,316239.539796121
MG,3132503,Itamarandiba,60251.6086282663
MG,3132602,Itamarati de Minas,
MG,3132701,Itambacuri,34286.6208962567
MG,3132800,Itambé do Mato Dentro,
MG,3132909,Itamogi,17051.1612545765
MG,3133006,Itamonte,37915.5352841792
MG,3133105,Itanhandu,50291.4083131551
MG,3133204,Itanhomi,39967.9124074442
MG,3133303,Itaobim,22412.5252849393
MG,3133402,Itapagipe,16095.8425522123
MG,3133501,Itapecerica,96775.2161228371
MG,3133600,Itapeva,7674.2552122583
MG,3133709,Itatiaiuçu,14732.4136561581
MG,3133758,Itaú de Minas,35818.0302821996
MG,3133808,Itaúna,284957.549787299
MG,3133907,Itaverava,
MG,3134004,Itinga,
MG,3134103,Itueta,
MG,3134202,Ituiutaba,184179.877910391
MG,3134301,Itumirim,
MG,3134400,Iturama,72336.4639160768
MG,3134509,Itutinga,
MG,3134608,Jaboticatubas,19832.4108706396
MG,3134707,Jacinto,8610.8355694279
MG,3134806,Jacuí,10367.9241647004
MG,3134905,Jacutinga,49554.8575048125
MG,3135001,Jaguaraçu,
MG,3135050,Jaíba,23704.6196587183
MG,3135076,Jampruca,
MG,3135100,Janaúba,123577.69110674
MG,3135209,Januária,103687.325120688
MG,3135308,Japaraíba,
MG,3135357,Japonvar,
MG,3135407,Jeceaba,
MG,3135456,Jenipapo de Minas,
MG,3135506,Jequeri,21248.5632666888
MG,3135605,Jequitaí,5987.0397697289
MG,3135704,Jequitibá,
MG,3135803,Jequitinhonha,22397.5195575526
MG,3135902,Jesuânia,
MG,3136009,Joaíma,9244.0386744915
MG,3136108,Joanésia,
MG,3136207,João Monlevade,249358.130323773
MG,3136306,João Pinheiro,68502.6830211904
MG,3136405,Joaquim Felício,
MG,3136504,Jordânia,
MG,3136520,José Gonçalves de Minas,
MG,3136553,José Raydan,
MG,3136579,Josenópolis,
MG,3136603,Nova União,11687.3085206512
MG,3136652,Juatuba,39855.2972586387
MG,3136702,Juiz de Fora,1812197.64276725
MG,3136801,Juramento,
MG,3136900,Juruaia,
MG,3136959,Juvenília,
MG,3137007,Ladainha,12863.5097275006
MG,3137106,Lagamar,10005.8370479473
MG,3137205,Lagoa da Prata,68560.5786317359
MG,3137304,Lagoa dos Patos,
MG,3137403,Lagoa Dourada,17566.5810381062
MG,3137502,Lagoa Formosa,35412.5076751601
MG,3137536,Lagoa Grande,
MG,3137601,Lagoa Santa,127662.448217613
MG,3137700,Lajinha,14224.8126371607
MG,3137809,Lambari,61601.3584054431
MG,3137908,Lamim,
MG,3138005,Laranjal,6388.4333515367
MG,3138104,Lassance,
MG,3138203,Lavras,388845.901163339
MG,3138302,Leandro Ferreira,
MG,3138351,Leme do Prado,
MG,3138401,Leopoldina,140401.603273579
MG,3138500,Liberdade,23446.801258078
MG,3138609,Lima Duarte,55774.7651968686
MG,3138625,Limeira do Oeste,1902.9604017914
MG,3138658,Lontra,
MG,3138674,Luisburgo,
MG,3138682,Luislândia,
MG,3138708,Luminárias,
MG,3138807,Luz,42537.1728714499
MG,3138906,Machacalis,3637.3846432432
MG,3139003,Machado,100788.668026333
MG,3139102,Madre de Deus de Minas,
MG,3139201,Malacacheta,19924.9558153118
MG,3139250,Mamonas,
MG,3139300,Manga,15156.1828181664
MG,3139409,Manhuaçu,149898.164853068
MG,3139508,Manhumirim,60540.6613962077
MG,3139607,Mantena,106017.710295996
MG,3139706,Maravilhas,3867.8264296256
MG,3139805,Mar de Espanha,21431.3959089027
MG,3139904,Maria da Fé,24589.9396355682
MG,3140001,Mariana,298241.578223438
MG,3140100,Marilac,
MG,3140159,Mário Campos,
MG,3140209,Maripá de Minas,
MG,3140308,Marliéria,
MG,3140407,Marmelópolis,
MG,3140506,Martinho Campos,15453.1562964786
MG,3140530,Martins Soares,
MG,3140555,Mata Verde,5164.7901391897
MG,3140605,Materlândia,
MG,3140704,Mateus Leme,60020.6894903392
MG,3140803,Matias Barbosa,29949.3938222162
MG,3140852,Matias Cardoso,
MG,3140902,Matipó,22526.1108881227
MG,3141009,Mato Verde,19556.5826218919
MG,3141108,Matozinhos,66727.75084141
MG,3141207,Matutina,
MG,3141306,Medeiros,
MG,3141405,Medina,48540.1166295384
MG,3141504,Mendes Pimentel,8097.2779382121
MG,3141603,Mercês,16656.8356258888
MG,3141702,Mesquita,
MG,3141801,Minas Novas,42917.2869002061
MG,3141900,Minduri,
MG,3142007,Mirabela,
MG,3142106,Miradouro,15608.8315298644
MG,3142205,Miraí,21370.3277263581
MG,3142254,Miravânia,
MG,3142304,Moeda,16778.9702408347
MG,3142403,Moema,5545.1465627726
MG,3142502,Monjolos,
MG,3142601,Monsenhor Paulo,8519.5852931526
MG,3142700,Montalvânia,5818.7368159644
MG,3142809,Monte Alegre de Minas,41009.7848769349
MG,3142908,Monte Azul,35262.8144310684
MG,3143005,Monte Belo,15513.1507661993
MG,3143104,Monte Carmelo,112788.400289043
MG,3143153,Monte Formoso,
MG,3143203,Monte Santo de Minas,55767.293835752
MG,3143302,Montes Claros,622624.046254217
MG,3143401,Monte Sião,66468.3332474644
MG,3143450,Montezuma,
MG,3143500,Morada Nova de Minas,9285.3376775249
MG,3143609,Morro da Garça,
MG,3143708,Morro do Pilar,
MG,3143807,Munhoz,14498.0734259042
MG,3143906,Muriaé,245221.128377057
MG,3144003,Mutum,30683.4686155342
MG,3144102,Muzambinho,67747.3273622135
MG,3144201,Nacip Raydan,
MG,3144300,Nanuque,59596.5886762036
MG,3144359,Naque,
MG,3144375,Natalândia,
MG,3144409,Natércia,9074.4743050501
MG,3144508,Nazareno,11095.0399513096
MG,3144607,Nepomuceno,39806.197867576
MG,3144656,Ninheira,
MG,3144672,Nova Belém,
MG,3144706,Nova Era,68663.3509754536
MG,3144805,Nova Lima,248949.024298629
MG,3144904,Nova Módica,
MG,3145000,Nova Ponte,14747.2509322664
MG,3145059,Nova Porteirinha,
MG,3145109,Nova Resende,10887.5110390754
MG,3145208,Nova Serrana,143272.706114147
MG,3145307,Novo Cruzeiro,30518.5031847609
MG,3145356,Novo Oriente de Minas,
MG,3145372,Novorizonte,
MG,3145406,Olaria,
MG,3145455,Olhos-d'Água,
MG,3145505,Olímpio Noronha,
MG,3145604,Oliveira,141517.915019297
MG,3145703,Oliveira Fortes,
MG,3145802,Onça de Pitangui,
MG,3145851,Oratórios,
MG,3145877,Orizânia,
MG,3145901,Ouro Branco,137637.645946931
MG,3146008,Ouro Fino,101026.99683283
MG,3146107,Ouro Preto,252310.890905998
MG,3146206,Ouro Verde de Minas,
MG,3146255,Padre Carvalho,
MG,3146305,Padre Paraíso,24292.8401469489
MG,3146404,Paineiras,
MG,3146503,Pains,
MG,3146552,Pai Pedro,
MG,3146602,Paiva,
MG,3146701,Palma,5646.6811177459
MG,3146750,Palmópolis,8607.5509882671
MG,3146909,Papagaios,11690.25051129
MG,3147006,Paracatu,138256.430935171
MG,3147105,Pará de Minas,224558.655674382
MG,3147204,Paraguaçu,51322.7527965139
MG,3147303,Paraisópolis,89023.9454236317
MG,3147402,Paraopeba,41634.4472834158
MG,3147501,Passabém,
MG,3147600,Passa Quatro,41101.9237883957
MG,3147709,Passa Tempo,22291.2421146369
MG,3147808,Passa-Vinte,
MG,3147907,Passos,255021.170029562
MG,3147956,Patis,
MG,3148004,Patos de Minas,454696.351183822
MG,3148103,Patrocínio,218258.237021968
MG,3148202,Patrocínio do Muriaé,
MG,3148301,Paula Cândido,16081.7827771993
MG,3148400,Paulistas,
MG,3148509,Pavão,4648.6698608634
MG,3148608,Peçanha,31602.2679558136
MG,3148707,Pedra Azul,19162.0062851977
MG,3148756,Pedra Bonita,
MG,3148806,Pedra do Anta,
MG,3148905,Pedra do Indaiá,
MG,3149002,Pedra Dourada,
MG,3149101,Pedralva,16992.2649996837
MG,3149150,Pedras de Maria da Cruz,
MG,3149200,Pedrinópolis,
MG,3149309,Pedro Leopoldo,111530.488836241
MG,3149408,Pedro Teixeira,
MG,3149507,Pequeri,
MG,3149606,Pequi,
MG,3149705,Perdigão,12438.5990346214
MG,3149804,Perdizes,20392.7857062476
MG,3149903,Perdões,74170.8554593092
MG,3149952,Periquito,
MG,3150000,Pescador,
MG,3150109,Piau,
MG,3150158,Piedade de Caratinga,
MG,3150208,Piedade de Ponte Nova,
MG,3150307,Piedade do Rio Grande,
MG,3150406,Piedade dos Gerais,
MG,3150505,Pimenta,
MG,3150539,Pingo-d'Água,
MG,3150570,Pintópolis,
MG,3150604,Piracema,11414.4196373276
MG,3150703,Pirajuba,2680.4864366842
MG,3150802,Piranga,37922.7388733935
MG,3150901,Piranguçu,
MG,3151008,Piranguinho,
MG,3151107,Pirapetinga,27306.0537364011
MG,3151206,Pirapora,96680.2376041118
MG,3151305,Piraúba,13317.0300104885
MG,3151404,Pitangui,56822.7832940381
MG,3151503,Piumhi,87816.5400394506
MG,3151602,Planura,8915.0423893881
MG,3151701,Poço Fundo,35442.6455777763
MG,3151800,Poços de Caldas,471426.562436437
MG,3151909,Pocrane,14625.2292015538
MG,3152006,Pompéu,32071.0516747673
MG,3152105,Ponte Nova,304142.030973321
MG,3152131,Ponto Chique,
MG,3152170,Ponto dos Volantes,
MG,3152204,Porteirinha,65519.0459759384
MG,3152303,Porto Firme,
MG,3152402,Poté,12671.2936927764
MG,3152501,Pouso Alegre,544825.311179124
MG,3152600,Pouso Alto,13419.1062347674
MG,3152709,Prados,
MG,3152808,Prata,38864.8151175968
MG,3152907,Pratápolis,17027.7067111226
MG,3153004,Pratinha,
MG,3153103,Presidente Bernardes,
MG,3153202,Presidente Juscelino,
MG,3153301,Presidente Kubitschek,
MG,3153400,Presidente Olegário,38400.6373378838
MG,3153509,Alto Jequitibá,5163.4066510279
MG,3153608,Prudente de Morais,
MG,3153707,Quartel Geral,
MG,3153806,Queluzito,
MG,3153905,Raposos,
MG,3154002,Raul Soares,62081.3124130656
MG,3154101,Recreio,
MG,3154150,Reduto,
MG,3154200,Resende Costa,34973.8539831784
MG,3154309,Resplendor,48150.0162839558
MG,3154408,Ressaquinha,
MG,3154457,Riachinho,7899.7646577021
MG,3154507,Riacho dos Machados,
MG,3154606,Ribeirão das Neves,137444.821737462
MG,3154705,Ribeirão Vermelho,6809.103885094
MG,3154804,Rio Acima,5165.8586015841
MG,3154903,Rio Casca,51161.9058901134
MG,3155009,Rio Doce,
MG,3155108,Rio do Prado,2713.1966121983
MG,3155207,Rio Espera,
MG,3155306,Rio Manso,
MG,3155405,Rio Novo,
MG,3155504,Rio Paranaíba,30967.0696875565
MG,3155603,Rio Pardo de Minas,20762.3774368372
MG,3155702,Rio Piracicaba,25221.662119525
MG,3155801,Rio Pomba,89060.3348375875
MG,3155900,Rio Preto,16118.4574644889
MG,3156007,Rio Vermelho,15306.381853629
MG,3156106,Ritápolis,
MG,3156205,Rochedo de Minas,
MG,3156304,Rodeiro,
MG,3156403,Romaria,
MG,3156452,Rosário da Limeira,
MG,3156502,Rubelita,
MG,3156601,Rubim,7551.9315818519
MG,3156700,Sabará,177420.200255593
MG,3156809,Sabinópolis,20550.6236790337
MG,3156908,Sacramento,65641.7213851184
MG,3157005,Salinas,122901.686063211
MG,3157104,Salto da Divisa,9173.3862705099
MG,3157203,Santa Bárbara,104797.613311212
MG,3157252,Santa Bárbara do Leste,
MG,3157278,Santa Bárbara do Monte Verde,
MG,3157302,Santa Bárbara do Tugúrio,
MG,3157336,Santa Cruz de Minas,
MG,3157377,Santa Cruz de Salinas,
MG,3157401,Santa Cruz do Escalvado,
MG,3157500,Santa Efigênia de Minas,
MG,3157609,Santa Fé de Minas,
MG,3157658,Santa Helena de Minas,
MG,3157708,Santa Juliana,40180.2087096249
MG,3157807,Santa Luzia,214081.668276404
MG,3157906,Santa Margarida,14597.635569545
MG,3158003,Santa Maria de Itabira,24764.1256955387
MG,3158102,Santa Maria do Salto,
MG,3158201,Santa Maria do Suaçuí,21686.0089223597
MG,3158300,Santana da Vargem,5086.1150789985
MG,3158409,Santana de Cataguases,
MG,3158508,Santana de Pirapama,3684.2928550793
MG,3158607,Santana do Deserto,
MG,3158706,Santana do Garambéu,
MG,3158805,Santana do Jacaré,14822.4029542923
MG,3158904,Santana do Manhuaçu,
MG,3158953,Santana do Paraíso,6107.7834584047
MG,3159001,Santana do Riacho,
MG,3159100,Santana dos Montes,
MG,3159209,Santa Rita de Caldas,14465.3396234575
MG,3159308,Santa Rita de Jacutinga,
MG,3159357,Santa Rita de Minas,
MG,3159407,Santa Rita de Ibitipoca,
MG,3159506,Santa Rita do Itueto,
MG,3159605,Santa Rita do Sapucaí,109842.624528138
MG,3159704,Santa Rosa da Serra,
MG,3159803,Santa Vitória,26276.361388178
MG,3159902,Santo Antônio do Amparo,19573.0230291276
MG,3160009,Santo Antônio do Aventureiro,
MG,3160108,Santo Antônio do Grama,
MG,3160207,Santo Antônio do Itambé,
MG,3160306,Santo Antônio do Jacinto,9627.9281995628
MG,3160405,Santo Antônio do Monte,54747.342346778
MG,3160454,Santo Antônio do Retiro,
MG,3160504,Santo Antônio do Rio Abaixo,
MG,3160603,Santo Hipólito,
MG,3160702,Santos Dumont,134364.220636078
MG,3160801,São Bento Abade,
MG,3160900,São Brás do Suaçuí,
MG,3160959,São Domingos das Dores,
MG,3161007,São Domingos do Prata,47937.6902293416
MG,3161056,São Félix de Minas,
MG,3161106,São Francisco,52529.0800925133
MG,3161205,São Francisco de Paula,
MG,3161304,São Francisco de Sales,
MG,3161403,São Francisco do Glória,
MG,3161502,São Geraldo,14414.144873506
MG,3161601,São Geraldo da Piedade,
MG,3161650,São Geraldo do Baixio,
MG,3161700,São Gonçalo do Abaeté,6442.8413643157
MG,3161809,São Gonçalo do Pará,10279.2107209241
MG,3161908,São Gonçalo do Rio Abaixo,23393.6695371928
MG,3162005,São Gonçalo do Sapucaí,62272.8813323593
MG,3162104,São Gotardo,123618.562637308
MG,3162203,São João Batista do Glória,
MG,3162252,São João da Lagoa,
MG,3162302,São João da Mata,
MG,3162401,São João da Ponte,26409.3972072831
MG,3162450,São João das Missões,
MG,3162500,São João del Rei,366344.9078922
MG,3162559,São João do Manhuaçu,
MG,3162575,São João do Manteninha,5510.0723813956
MG,3162609,São João do Oriente,
MG,3162658,São João do Pacuí,
MG,3162708,São João do Paraíso,10484.459196631
MG,3162807,São João Evangelista,25642.9141381447
MG,3162906,São João Nepomuceno,81120.5527191752
MG,3162922,São Joaquim de Bicas,
MG,3162948,São José da Barra,13970.1729340206
MG,3162955,São José da Lapa,20096.0835001239
MG,3163003,São José da Safira,
MG,3163102,São José da Varginha,
MG,3163201,São José do Alegre,
MG,3163300,São José do Divino,10528.8865805489
MG,3163409,São José do Goiabal,6936.4377378093
MG,3163508,São José do Jacuri,5351.5881682506
MG,3163607,São José do Mantimento,
MG,3163706,São Lourenço,187808.842177393
MG,3163805,São Miguel do Anta,
MG,3163904,São Pedro da União,
MG,3164001,São Pedro dos Ferros,
MG,3164100,São Pedro do Suaçuí,15993.6875714915
MG,3164209,São Romão,
MG,3164308,São Roque de Minas,
MG,3164407,São Sebastião da Bela Vista,
MG,3164431,São Sebastião da Vargem Alegre,
MG,3164472,São Sebastião do Anta,
MG,3164506,São Sebastião do Maranhão,4222.306111632
MG,3164605,São Sebastião do Oeste,
MG,3164704,São Sebastião do Paraíso,164004.768446373
MG,3164803,São Sebastião do Rio Preto,
MG,3164902,São Sebastião do Rio Verde,
MG,3165008,São Tiago,23737.1766967066
MG,3165107,São Tomás de Aquino,
MG,3165206,São Thomé das Letras,9404.2362777825
MG,3165305,São Vicente de Minas,
MG,3165404,Sapucaí-Mirim,
MG,3165503,Sardoá,
MG,3165537,Sarzedo,32672.4507409338
MG,3165552,Setubinha,
MG,3165560,Sem-Peixe,
MG,3165578,Senador Amaral,
MG,3165602,Senador Cortes,
