UF,COD,MUN,DESP_SAUDE_SANEAMENTO
MG,3100807,Aguanil,9435882.78
MG,3100906,Águas Formosas,26697046.39
MG,3101003,Águas Vermelhas,15787078.46
MG,3101102,Aimorés,35402923.13
MG,3101201,Aiuruoca,12468943.05
MG,3101300,Alagoa,8371418.62
MG,3101409,Albertina,7075790.23
MG,3101508,Além Paraíba,35409007.13
MG,3101607,Alfenas,171158013.98
MG,3101631,Alfredo Vasconcelos,9281847.99
MG,3101706,Almenara,51037117.5
MG,3101805,Alpercata,6674004.36
MG,3101904,Alpinópolis,27212617.65
MG,3102001,Alterosa,17189242.65
MG,3102050,Alto Caparaó,8253753.85
MG,3102100,Alto Rio Doce,13486107.87
MG,3102209,Alvarenga,8108686.44
MG,3102308,Alvinópolis,17618693.09
MG,3102407,Alvorada de Minas,14283264.91
MG,3102506,Amparo do Serra,6143038.15
MG,3102605,Andradas,42440127.03
MG,3102704,Cachoeira de Pajeú,11281590.58
MG,3102803,Andrelândia,16697093.46
MG,3102852,Angelândia,10567460.43
MG,3102902,Antônio Carlos,15233485.22
MG,3103009,Antônio Dias,19460578.37
MG,3103108,Antônio Prado de Minas,5255614.72
MG,3103207,Araçaí,5723643.28
MG,3103306,Aracitaba,7643159.26
MG,3103405,Araçuaí,40710443.9
MG,3103504,Araguari,211887989.14
MG,3103603,Arantina,7337719.27
MG,3103702,Araponga,10389314.44
MG,3103751,Araporã,27211139.68
MG,3103801,Arapuá,8652062.4
MG,3103900,Araújos,8782388.72
MG,3104007,Araxá,178895764.01
MG,3104106,Arceburgo,14577606.59
MG,3104205,Arcos,55344351.73
MG,3104304,Areado,16231389.36
MG,3104403,Argirita,7536648.45
MG,3104452,Aricanduva,8516490.77
MG,3104502,Arinos,27137025.62
MG,3104601,Astolfo Dutra,17647971.2
MG,3104700,Ataléia,13421867.69
MG,3104809,Augusto de Lima,8889508.06
MG,3104908,Baependi,31498145.69
MG,3105004,Baldim,11864643.7
MG,3105103,Bambuí,25701804.13
MG,3105202,Bandeira,6404670.47
MG,3105301,Bandeira do Sul,9517393.56
MG,3105400,Barão de Cocais,66353849.11
MG,3105509,Barão de Monte Alto,7673330.07
MG,3105608,Barbacena,205749632.27
MG,3105707,Barra Longa,8711178.96
MG,3105905,Barroso,23069746.33
MG,3106002,Bela Vista de Minas,12738159.08
MG,3106101,Belmiro Braga,9056968.89
MG,3106200,Belo Horizonte,5382107218.54
MG,3106309,Belo Oriente,47707145.55
MG,3106408,Belo Vale,25150763.77
MG,3106507,Berilo,15103597.09
MG,3106606,Bertópolis,8687524.46
MG,3106655,Berizal,8622083.33
MG,3106705,Betim,610072831.71
MG,3106804,Bias Fortes,7296410.73
MG,3106903,Bicas,14669916.15
MG,3107000,Biquinhas,6470815.04
MG,3107109,Boa Esperança,63335055.09
MG,3107208,Bocaina de Minas,8617734.19
MG,3107307,Bocaiúva,60530361.63
MG,3107406,Bom Despacho,73110546.8
MG,3107505,Bom Jardim de Minas,11570534.05
MG,3107604,Bom Jesus da Penha,8446194.29
MG,3107703,Bom Jesus do Amparo,7512378.6
MG,3107802,Bom Jesus do Galho,14464735.05
MG,3107901,Bom Repouso,14776671.9
MG,3108008,Bom Sucesso,16933570
MG,3108107,Bonfim,9974020.18
MG,3108206,Bonfinópolis de Minas,13630048.04
MG,3108255,Bonito de Minas,15227823.61
MG,3108305,Borda da Mata,21024471.57
MG,3108404,Botelhos,15856922.63
MG,3108503,Botumirim,9196787.47
MG,3108552,Brasilândia de Minas,21126476.77
MG,3108602,Brasília de Minas,60460275.56
MG,3108701,Brás Pires,8340066.22
MG,3108800,Braúnas,8571077.86
MG,3108909,Brasópolis,16621840.67
MG,3109006,Brumadinho,118800214.55
MG,3109105,Bueno Brandão,10341396.64
MG,3109204,Buenópolis,14732792.43
MG,3109253,Bugre,8562308.21
MG,3109303,Buritis,36488744.7
MG,3109402,Buritizeiro,35054455.11
MG,3109451,Cabeceira Grande,14343801.15
MG,3109501,Cabo Verde,15196393.39
MG,3109600,Cachoeira da Prata,8709623.4
MG,3109709,Cachoeira de Minas,14209244.73
MG,3109808,Cachoeira Dourada,12346869.1
MG,3109907,Caetanópolis,12459605.69
MG,3110004,Caeté,47384578.01
MG,3110103,Caiana,7992843.88
MG,3110202,Cajuri,8424042.74
MG,3110301,Caldas,19184812.05
MG,3110400,Camacho,5823889.49
MG,3110509,Camanducaia,21837055.28
MG,3110608,Cambuí,39975137.57
MG,3110707,Cambuquira,12204636.6
MG,3110806,Campanário,7565248.29
MG,3110905,Campanha,17672749.41
MG,3111002,Campestre,22990034.42
MG,3111101,Campina Verde,27925314.77
MG,3111150,Campo Azul,8256090.82
MG,3111200,Campo Belo,113184908.89
MG,3111309,Campo do Meio,21316476.58
MG,3111408,Campo Florido,14868695.76
MG,3111507,Campos Altos,19078565.31
MG,3111606,Campos Gerais,31483685.69
MG,3111705,Canaã,9983974.83
MG,3111804,Canápolis,17712482.72
MG,3111903,Cana Verde,9794300.38
MG,3112000,Candeias,18329366.42
MG,3112059,Cantagalo,6722182.16
MG,3112109,Caparaó,7385142.6
MG,3112208,Capela Nova,8573567.75
MG,3112307,Capelinha,38925268.81
MG,3112406,Capetinga,10307745.51
MG,3112505,Capim Branco,9778295.94
MG,3112604,Capinópolis,21982834.92
MG,3112653,Capitão Andrade,7439865.88
MG,3112703,Capitão Enéas,15207946.89
MG,3112802,Capitólio,19157334.77
MG,3112901,Caputira,10726119.85
MG,3113008,Caraí,19386444.55
MG,3113107,Caranaíba,6665726.66
MG,3113206,Carandaí,38914152.96
MG,3113305,Carangola,38778047.46
MG,3113404,Caratinga,114799030.48
MG,3113503,Carbonita,5546988.37
MG,3113602,Careaçu,11204837.09
MG,3113701,Carlos Chagas,22937970.46
MG,3113800,Carmésia,5924249.32
MG,3113909,Carmo da Cachoeira,15689432.3
MG,3114006,Carmo da Mata,12405943.42
MG,3114105,Carmo de Minas,22689269.35
MG,3114204,Carmo do Cajuru,26517900.17
MG,3114303,Carmo do Paranaíba,42674153.03
MG,3114402,Carmo do Rio Claro,28440006.26
MG,3114501,Carmópolis de Minas,31594115.94
MG,3114550,Carneirinho,22025959
MG,3114600,Carrancas,9297153.65
MG,3114709,Carvalhópolis,6171791.84
MG,3114808,Carvalhos,7873295.29
MG,3114907,Casa Grande,6104116.16
MG,3115003,Cascalho Rico,8109069.22
MG,3115102,Cássia,24263274.02
MG,3115201,Conceição da Barra de Minas,5719675.71
MG,3115300,Cataguases,76933590.85
MG,3115359,Catas Altas,28888258.52
MG,3115409,Catas Altas da Noruega,6530220.23
MG,3115458,Catuji,10934391.25
MG,3115474,Catuti,9435292.65
MG,3115508,Caxambu,21262382
MG,3115607,Cedro do Abaeté,5266737.47
MG,3115706,Central de Minas,8156938.9
MG,3115805,Centralina,14475631.37
MG,3115904,Chácara,8333437.07
MG,3116001,Chalé,9355629.88
MG,3116100,Chapada do Norte,18726809.25
MG,3116159,Chapada Gaúcha,18128934.7
MG,3116209,Chiador,8227113.1
MG,3116308,Cipotânea,10254947.24
MG,3116407,Claraval,8272541.63
MG,3116506,Claro dos Poções,8868876.08
MG,3116605,Cláudio,32783694.35
MG,3116704,Coimbra,10986455.53
MG,3116803,Coluna,14423268.44
MG,3116902,Comendador Gomes,9216160.58
MG,3117009,Comercinho,9393266.94
MG,3117108,Conceição da Aparecida,15347358.89
MG,3117207,Conceição das Pedras,8084434.6
MG,3117306,Conceição das Alagoas,53860216.45
MG,3117405,Conceição de Ipanema,7405837.36
MG,3117504,Conceição do Mato Dentro,87921325.59
MG,3117603,Conceição do Pará,11720958.55
MG,3117702,Conceição do Rio Verde,13431379.33
MG,3117801,Conceição dos Ouros,14862802.77
MG,3117836,Cônego Marinho,10445250.44
MG,3117876,Confins,16678572.97
MG,3117900,Congonhal,15690640.56
MG,3118007,Congonhas,211214453.48
MG,3118106,Congonhas do Norte,7295906.52
MG,3118205,Conquista,15245466.37
MG,3118304,Conselheiro Lafaiete,160057760.23
MG,3118403,Conselheiro Pena,33797996.48
MG,3118502,Consolação,5807990.13
MG,3118601,Contagem,765403233.75
MG,3118700,Coqueiral,12246483.75
MG,3118809,Coração de Jesus,27367343.15
MG,3118908,Cordisburgo,7619742.98
MG,3119005,Cordislândia,7075102.3
MG,3119104,Corinto,25776612.41
MG,3119203,Coroaci,12434201.07
MG,3119302,Coromandel,41247572.74
MG,3119401,Coronel Fabriciano,112440254.26
MG,3119500,Coronel Murta,11651000.67
MG,3119609,Coronel Pacheco,7764422.66
MG,3119708,Coronel Xavier Chaves,7398990.22
MG,3119807,Córrego Danta,6454956.95
MG,3119906,Córrego do Bom Jesus,7600657.83
MG,3119955,Córrego Fundo,12084451.09
MG,3120003,Córrego Novo,7691915.9
MG,3120102,Couto de Magalhães de Minas,8102769.58
MG,3120151,Crisólita,8099831.2
MG,3120201,Cristais,17387848.13
MG,3120300,Cristália,6271342.18
MG,3120409,Cristiano Otoni,8115575.96
MG,3120508,Cristina,15532197.68
MG,3120607,Crucilândia,8084245.31
MG,3120706,Cruzeiro da Fortaleza,8717467.95
MG,3120805,Cruzília,20571251.53
MG,3120839,Cuparaque,8981582.72
MG,3120870,Curral de Dentro,11552546.61
MG,3120904,Curvelo,108917450
MG,3121001,Datas,9384575.43
MG,3121100,Delfim Moreira,8039794.5
MG,3121209,Delfinópolis,19816731.68
MG,3121258,Delta,15652349.57
MG,3121308,Descoberto,6632160.75
MG,3121407,Desterro de Entre Rios,14816182.3
MG,3121506,Desterro do Melo,8266407.92
MG,3121605,Diamantina,115633350.64
MG,3121704,Diogo de Vasconcelos,6925918.08
MG,3121803,Dionísio,10484650.1
MG,3121902,Divinésia,8777909.87
MG,3122009,Divino,20324093.24
MG,3122108,Divino das Laranjeiras,8481739.6
MG,3122207,Divinolândia de Minas,8770178.31
MG,3122306,Divinópolis,329677859.16
MG,3122355,Divisa Alegre,8363890.32
MG,3122405,Divisa Nova,7983526.3
MG,3122454,Divisópolis,12109100.85
MG,3122470,Dom Bosco,9171780.38
MG,3122504,Dom Cavati,7041957.19
MG,3122603,Dom Joaquim,7661943.67
MG,3122702,Dom Silvério,7598187.18
MG,3122801,Dom Viçoso,6614214.84
MG,3122900,Dona Eusébia,9829587.07
MG,3123007,Dores de Campos,11731464.67
MG,3123106,Dores de Guanhães,10987806.04
MG,3123205,Dores do Indaiá,14847548.61
MG,3123304,Dores do Turvo,6330172.21
MG,3123403,Doresópolis,9434564.17
MG,3123502,Douradoquara,7128445.66
MG,3123528,Durandé,10343063.24
MG,3123601,Elói Mendes,36341888.52
MG,3123700,Engenheiro Caldas,11999695.54
MG,3123809,Engenheiro Navarro,10570408.84
MG,3123858,Entre Folhas,7921382.85
MG,3123908,Entre Rios de Minas,17116363.13
MG,3124005,Ervália,22059562.02
MG,3124104,Esmeraldas,64533880.66
MG,3124203,Espera Feliz,25939427.05
MG,3124302,Espinosa,28801249.93
MG,3124401,Espírito Santo do Dourado,9088452.6
MG,3124500,Estiva,14107647.76
MG,3124609,Estrela Dalva,7282561.37
MG,3124708,Estrela do Indaiá,5075870.22
MG,3124807,Estrela do Sul,11889013.06
MG,3124906,Eugenópolis,14780862.09
MG,3125002,Ewbank da Câmara,9337755.01
MG,3125101,Extrema,149873319.84
MG,3125200,Fama,6039949.37
MG,3125309,Faria Lemos,6264915.58
MG,3125408,Felício dos Santos,9386989.51
MG,3125507,São Gonçalo do Rio Preto,7680247
MG,3125606,Felisburgo,11491519.04
MG,3125705,Felixlândia,18008943.95
MG,3125804,Fernandes Tourinho,7388922.54
MG,3125903,Ferros,11671720.86
MG,3125952,Fervedouro,15795336.36
MG,3126000,Florestal,9806530.12
MG,3126109,Formiga,119602406.47
MG,3126208,Formoso,13174000.13
MG,3126307,Fortaleza de Minas,8376184.59
MG,3126406,Fortuna de Minas,8423198.19
MG,3126505,Francisco Badaró,13182896.22
MG,3126604,Francisco Dumont,7986821.19
MG,3126703,Francisco Sá,36459761.43
MG,3126752,Franciscópolis,10208595.66
MG,3126802,Frei Gaspar,9107641.8
MG,3126901,Frei Inocêncio,12150220.83
MG,3126950,Frei Lagonegro,6195729.38
MG,3127008,Fronteira,35985728.48
MG,3127057,Fronteira dos Vales,7346476.72
MG,3127073,Fruta de Leite,9106782.16
MG,3127107,Frutal,109613881.29
MG,3127206,Funilândia,7572497.04
MG,3127305,Galiléia,9270706.7
MG,3127339,Gameleiras,9241089.39
MG,3127354,Glaucilândia,5878173.44
MG,3127370,Goiabeira,7660286.26
MG,3127388,Goianá,8904762.68
MG,3127404,Gonçalves,7155122.1
MG,3127503,Gonzaga,10814893.21
MG,3127602,Gouveia,12925240.8
MG,3127701,Governador Valadares,515714192.99
MG,3127800,Grão Mogol,22870284.46
MG,3127909,Grupiara,6646088.16
MG,3128006,Guanhães,42929522.16
MG,3128105,Guapé,22385154.66
MG,3128204,Guaraciaba,10058419.28
MG,3128253,Guaraciama,6808395.61
MG,3128303,Guaranésia,26913376.39
MG,3128402,Guarani,11520930.12
MG,3128501,Guarará,7528520.91
MG,3128600,Guarda-Mor,15806470.9
MG,3128709,Guaxupé,83654746.39
MG,3128808,Guidoval,11728255.99
MG,3128907,Guimarânia,12172419.43
MG,3129004,Guiricema,10752511.58
MG,3129103,Gurinhatã,9386638.18
MG,3129202,Heliodora,8915031.06
MG,3129301,Iapu,20000619
MG,3129400,Ibertioga,13055143
MG,3129509,Ibiá,28749038.56
MG,3129608,Ibiaí,9502978.08
MG,3129657,Ibiracatu,9510814.52
MG,3129707,Ibiraci,24721201.14
MG,3129806,Ibirité,144810141.93
MG,3129905,Ibitiúra de Minas,6274354.92
MG,3130002,Ibituruna,6418617.59
MG,3130051,Icaraí de Minas,12963478.4
MG,3130101,Igarapé,44096172.92
MG,3130200,Igaratinga,16580037.66
MG,3130309,Iguatama,14632544.93
MG,3130408,Ijaci,14666773.98
MG,3130507,Ilicínea,16871405.89
MG,3130556,Imbé de Minas,10666753.05
MG,3130606,Inconfidentes,10308867.76
MG,3130655,Indaiabira,10036475.41
MG,3130705,Indianópolis,21018879.88
MG,3130804,Ingaí,8173029.57
MG,3130903,Inhapim,33492444
MG,3131000,Inhaúma,11600823.5
MG,3131109,Inimutaba,8112103.08
MG,3131158,Ipaba,17876805
MG,3131208,Ipanema,28239806.91
MG,3131307,Ipatinga,449268466.03
MG,3131406,Ipiaçu,10609688.44
MG,3131505,Ipuiúna,12957016.56
MG,3131604,Iraí de Minas,10253300.54
MG,3131703,Itabira,277846511.77
MG,3131802,Itabirinha de Mantena,19362904.71
MG,3131901,Itabirito,158977770.53
MG,3132008,Itacambira,8962835.18
MG,3132107,Itacarambi,20640799.53
MG,3132206,Itaguara,20759400.68
MG,3132305,Itaipé,14362054.81
MG,3132404,Itajubá,148359757.41
MG,3132503,Itamarandiba,37317837.59
MG,3132602,Itamarati de Minas,7653147.34
MG,3132701,Itambacuri,36188687.93
MG,3132800,Itambé do Mato Dentro,8269222.93
MG,3132909,Itamogi,16061790.41
MG,3133006,Itamonte,17396689.61
MG,3133105,Itanhandu,38375450.19
MG,3133204,Itanhomi,15083973.55
MG,3133303,Itaobim,40409414.68
MG,3133402,Itapagipe,18859766.37
MG,3133501,Itapecerica,22952385.78
MG,3133600,Itapeva,12195812.52
MG,3133709,Itatiaiuçu,49181708.93
MG,3133758,Itaú de Minas,21969021.83
MG,3133808,Itaúna,139905020.84
MG,3133907,Itaverava,8530885.67
MG,3134004,Itinga,13357652.29
MG,3134103,Itueta,11259297.24
MG,3134202,Ituiutaba,150605975.05
MG,3134301,Itumirim,9414118.37
MG,3134400,Iturama,55402780.68
MG,3134509,Itutinga,8308230.14
MG,3134608,Jaboticatubas,23368014.13
MG,3134707,Jacinto,18050383.18
MG,3134806,Jacuí,11273875.44
MG,3134905,Jacutinga,39999579.38
MG,3135001,Jaguaraçu,7489826.48
MG,3135050,Jaíba,44761246.35
MG,3135076,Jampruca,8034785.18
MG,3135100,Janaúba,129569496.33
MG,3135209,Januária,56374300.14
MG,3135308,Japaraíba,7434363.34
MG,3135357,Japonvar,10231032.95
MG,3135407,Jeceaba,21274325.75
MG,3135456,Jenipapo de Minas,9196772.47
MG,3135506,Jequeri,13553614.19
MG,3135605,Jequitaí,11211459.09
MG,3135704,Jequitibá,9718962.05
MG,3135803,Jequitinhonha,36028571.5
MG,3135902,Jesuânia,8373419.83
MG,3136009,Joaíma,18361665.04
MG,3136108,Joanésia,7124847.93
MG,3136207,João Monlevade,132381288.97
MG,3136306,João Pinheiro,76689392.24
MG,3136405,Joaquim Felício,9413784.65
MG,3136504,Jordânia,13697610.56
MG,3136520,José Gonçalves de Minas,8984110.61
MG,3136553,José Raydan,7155341.36
MG,3136579,Josenópolis,9354183.11
MG,3136603,Nova União,8873028.34
MG,3136652,Juatuba,36323640.28
MG,3136702,Juiz de Fora,764471145.93
MG,3136801,Juramento,6597682.65
MG,3136900,Juruaia,16664038.59
MG,3136959,Juvenília,8719566.49
MG,3137007,Ladainha,17568106.14
MG,3137106,Lagamar,12625878.39
MG,3137205,Lagoa da Prata,75653159.12
MG,3137304,Lagoa dos Patos,5382128.07
MG,3137403,Lagoa Dourada,12117677.49
MG,3137502,Lagoa Formosa,35862472.98
MG,3137536,Lagoa Grande,13630872.9
MG,3137601,Lagoa Santa,81925118.44
MG,3137700,Lajinha,21113039.99
MG,3137809,Lambari,26433813.36
MG,3137908,Lamim,7555831.63
MG,3138005,Laranjal,8917603.49
MG,3138104,Lassance,12811618.15
MG,3138203,Lavras,134291300.42
MG,3138302,Leandro Ferreira,6430289.49
MG,3138351,Leme do Prado,8267820.79
MG,3138401,Leopoldina,47147301.95
MG,3138500,Liberdade,8156304.44
MG,3138609,Lima Duarte,21451941.65
MG,3138625,Limeira do Oeste,15711048.66
MG,3138658,Lontra,10768625.15
MG,3138674,Luisburgo,10185185.49
MG,3138682,Luislândia,8402687.04
MG,3138708,Luminárias,9947286.99
MG,3138807,Luz,30838591.52
MG,3138906,Machacalis,14229956.34
MG,3139003,Machado,47138986.61
MG,3139102,Madre de Deus de Minas,11157144.88
MG,3139201,Malacacheta,25230856.39
MG,3139250,Mamonas,10066897.06
MG,3139300,Manga,26252471.69
MG,3139409,Manhuaçu,155390759.66
MG,3139508,Manhumirim,28872196.42
MG,3139607,Mantena,43361243.21
MG,3139706,Maravilhas,10535836.8
MG,3139805,Mar de Espanha,14942635.32
MG,3139904,Maria da Fé,17815642.11
MG,3140001,Mariana,191282828.99
MG,3140100,Marilac,8938032.81
MG,3140159,Mário Campos,13526439.27
MG,3140209,Maripá de Minas,6982440.23
MG,3140308,Marliéria,7958154.17
MG,3140407,Marmelópolis,6783079.87
MG,3140506,Martinho Campos,21210825.63
MG,3140530,Martins Soares,9084624.86
MG,3140555,Mata Verde,9327388.39
MG,3140605,Materlândia,7141565.58
MG,3140704,Mateus Leme,47473019.31
MG,3140803,Matias Barbosa,26492559.54
MG,3140852,Matias Cardoso,11988169.03
MG,3140902,Matipó,22315458.01
MG,3141009,Mato Verde,14699276.57
MG,3141108,Matozinhos,38006489
MG,3141207,Matutina,7004013.2
MG,3141306,Medeiros,8176856.41
MG,3141405,Medina,22714044.6
MG,3141504,Mendes Pimentel,8933835.72
MG,3141603,Mercês,13112421.05
MG,3141702,Mesquita,8335605.71
MG,3141801,Minas Novas,33662881.48
MG,3141900,Minduri,6543768.54
MG,3142007,Mirabela,16258171.72
MG,3142106,Miradouro,13076247.59
MG,3142205,Miraí,16473897.18
MG,3142254,Miravânia,7054101.14
MG,3142304,Moeda,7302916.15
MG,3142403,Moema,12381870.31
MG,3142502,Monjolos,6440498.05
MG,3142601,Monsenhor Paulo,8403760.27
MG,3142700,Montalvânia,14557797.12
MG,3142809,Monte Alegre de Minas,32534999.94
MG,3142908,Monte Azul,29830623.14
MG,3143005,Monte Belo,15732876.07
MG,3143104,Monte Carmelo,78202833.17
MG,3143153,Monte Formoso,6552661.93
MG,3143203,Monte Santo de Minas,28692400.65
MG,3143302,Montes Claros,571052832.56
MG,3143401,Monte Sião,28002595.11
MG,3143450,Montezuma,11572896.44
MG,3143500,Morada Nova de Minas,11435489.6
MG,3143609,Morro da Garça,8282044.42
MG,3143708,Morro do Pilar,7132709.17
MG,3143807,Munhoz,8659365.49
MG,3143906,Muriaé,140976855.99
MG,3144003,Mutum,24263421.54
MG,3144102,Muzambinho,21332266.02
MG,3144201,Nacip Raydan,6005766.16
MG,3144300,Nanuque,42718325.13
MG,3144359,Naque,9711067.42
MG,3144375,Natalândia,6692302.92
MG,3144409,Natércia,9656922.69
MG,3144508,Nazareno,11329813.33
MG,3144607,Nepomuceno,32508629.56
MG,3144656,Ninheira,10175013.51
MG,3144672,Nova Belém,8581374.58
MG,3144706,Nova Era,24731649.26
MG,3144805,Nova Lima,244564147.8
MG,3144904,Nova Módica,8034785.18
MG,3145000,Nova Ponte,28885430.11
MG,3145059,Nova Porteirinha,9684506.94
MG,3145109,Nova Resende,19869795.01
MG,3145208,Nova Serrana,107354650.95
MG,3145307,Novo Cruzeiro,28737320.7
MG,3145356,Novo Oriente de Minas,11584570.17
MG,3145372,Novorizonte,10001995.03
MG,3145406,Olaria,11004899.58
MG,3145455,Olhos-d'Água,10226882.75
MG,3145505,Olímpio Noronha,7023581.08
MG,3145604,Oliveira,65264959.19
MG,3145703,Oliveira Fortes,5473107.87
MG,3145802,Onça de Pitangui,6981963.39
MG,3145851,Oratórios,7894919.33
MG,3145877,Orizânia,11040345.72
MG,3145901,Ouro Branco,64952143.99
MG,3146008,Ouro Fino,35975361.01
MG,3146107,Ouro Preto,148793153.97
MG,3146206,Ouro Verde de Minas,8365994.15
MG,3146255,Padre Carvalho,9110362.66
MG,3146305,Padre Paraíso,20828823.31
MG,3146404,Paineiras,8126338.97
MG,3146503,Pains,19350031.59
MG,3146552,Pai Pedro,9713832.98
MG,3146602,Paiva,6725377.04
MG,3146701,Palma,8158776.59
MG,3146750,Palmópolis,9862516.29
MG,3146909,Papagaios,22909590.04
MG,3147006,Paracatu,198354884.9
MG,3147105,Pará de Minas,168828494.23
MG,3147204,Paraguaçu,26575402.26
MG,3147303,Paraisópolis,25441501.47
MG,3147402,Paraopeba,21516907.25
MG,3147501,Passabém,5882217.56
MG,3147600,Passa Quatro,23069655.58
MG,3147709,Passa Tempo,11241813.56
MG,3147808,Passa-Vinte,7105586.24
MG,3147907,Passos,149085520.02
MG,3147956,Patis,6679971.1
MG,3148004,Patos de Minas,257668891.16
MG,3148103,Patrocínio,140500641.83
MG,3148202,Patrocínio do Muriaé,8984841.47
MG,3148301,Paula Cândido,10736351.94
MG,3148400,Paulistas,7477839.82
MG,3148509,Pavão,9876429.28
MG,3148608,Peçanha,25294309.96
MG,3148707,Pedra Azul,29489503.94
MG,3148756,Pedra Bonita,12094755.72
MG,3148806,Pedra do Anta,7854031.76
MG,3148905,Pedra do Indaiá,9167110.83
MG,3149002,Pedra Dourada,5073482.24
MG,3149101,Pedralva,14158067.53
MG,3149150,Pedras de Maria da Cruz,9801698.67
MG,3149200,Pedrinópolis,8163874.77
MG,3149309,Pedro Leopoldo,77876668.1
MG,3149408,Pedro Teixeira,7641793.59
MG,3149507,Pequeri,7175326.92
MG,3149606,Pequi,9008417.84
MG,3149705,Perdigão,12953473.06
MG,3149804,Perdizes,32792431.93
MG,3149903,Perdões,24856497.5
MG,3149952,Periquito,8741570.36
MG,3150000,Pescador,7998303.59
MG,3150109,Piau,6563567.91
MG,3150158,Piedade de Caratinga,12224584.78
MG,3150208,Piedade de Ponte Nova,6557484.24
MG,3150307,Piedade do Rio Grande,9117735.2
MG,3150406,Piedade dos Gerais,8807726.37
MG,3150505,Pimenta,14203659.41
MG,3150539,Pingo-d'Água,9906799.94
MG,3150570,Pintópolis,10376003.1
MG,3150604,Piracema,12542531.32
MG,3150703,Pirajuba,11379308.03
MG,3150802,Piranga,23356574.93
MG,3150901,Piranguçu,8219584.39
MG,3151008,Piranguinho,8425350.79
MG,3151107,Pirapetinga,20533060.68
MG,3151206,Pirapora,120066439.44
MG,3151305,Piraúba,11182375.63
MG,3151404,Pitangui,26385291.15
MG,3151503,Piumhi,54171327.98
MG,3151602,Planura,18228485.12
MG,3151701,Poço Fundo,28335692.15
MG,3151800,Poços de Caldas,380611497.64
MG,3151909,Pocrane,10106418.61
MG,3152006,Pompéu,31844062.96
MG,3152105,Ponte Nova,140136765.53
MG,3152131,Ponto Chique,8679046.89
MG,3152170,Ponto dos Volantes,13394225.94
MG,3152204,Porteirinha,42121185.97
MG,3152303,Porto Firme,13716106.83
MG,3152402,Poté,17776864.97
MG,3152501,Pouso Alegre,282153156.93
MG,3152600,Pouso Alto,12499696.9
MG,3152709,Prados,7585625.59
MG,3152808,Prata,47227728.34
MG,3152907,Pratápolis,16758514.75
MG,3153004,Pratinha,7790932.53
MG,3153103,Presidente Bernardes,10230126.33
MG,3153202,Presidente Juscelino,8843984.35
MG,3153301,Presidente Kubitschek,7125689.99
MG,3153400,Presidente Olegário,27654061.12
MG,3153509,Alto Jequitibá,9499719.21
MG,3153608,Prudente de Morais,13589545.89
MG,3153707,Quartel Geral,9557667.27
MG,3153806,Queluzito,6709531.09
MG,3153905,Raposos,14053033.22
MG,3154002,Raul Soares,32476492.05
MG,3154101,Recreio,12763988.08
MG,3154150,Reduto,13633468.8
MG,3154200,Resende Costa,9711683.32
MG,3154309,Resplendor,22737564.85
MG,3154408,Ressaquinha,7560381.72
MG,3154457,Riachinho,14517409.74
MG,3154507,Riacho dos Machados,12988771.36
MG,3154606,Ribeirão das Neves,227946785.99
MG,3154705,Ribeirão Vermelho,8641274.69
MG,3154804,Rio Acima,21018057.83
MG,3154903,Rio Casca,18512148.61
MG,3155009,Rio Doce,8440068.47
MG,3155108,Rio do Prado,9800011.1
MG,3155207,Rio Espera,8359091.03
MG,3155306,Rio Manso,7938640.19
MG,3155405,Rio Novo,13427063.83
MG,3155504,Rio Paranaíba,17152827
MG,3155603,Rio Pardo de Minas,29252655.73
MG,3155702,Rio Piracicaba,22932873.68
MG,3155801,Rio Pomba,15691962.85
MG,3155900,Rio Preto,7578550.98
MG,3156007,Rio Vermelho,15425329.16
MG,3156106,Ritápolis,6560917.33
MG,3156205,Rochedo de Minas,7990560.09
MG,3156304,Rodeiro,10243433.69
MG,3156403,Romaria,10247620.41
MG,3156452,Rosário da Limeira,8994916.91
MG,3156502,Rubelita,10932154.97
MG,3156601,Rubim,12206729.82
MG,3156700,Sabará,90812846.97
MG,3156809,Sabinópolis,19999309.25
MG,3156908,Sacramento,67416335.17
MG,3157005,Salinas,54256230.43
MG,3157104,Salto da Divisa,10607771.76
MG,3157203,Santa Bárbara,55431874.2
MG,3157252,Santa Bárbara do Leste,8743076.8
MG,3157278,Santa Bárbara do Monte Verde,7204435.23
MG,3157302,Santa Bárbara do Tugúrio,5154778.47
MG,3157336,Santa Cruz de Minas,9331970.33
MG,3157377,Santa Cruz de Salinas,9575716.03
MG,3157401,Santa Cruz do Escalvado,7928483.17
MG,3157500,Santa Efigênia de Minas,8452477.65
MG,3157609,Santa Fé de Minas,9263879.88
MG,3157658,Santa Helena de Minas,10855511.76
MG,3157708,Santa Juliana,19326205.62
MG,3157807,Santa Luzia,205237884.54
MG,3157906,Santa Margarida,19437067.9
MG,3158003,Santa Maria de Itabira,16976338.32
MG,3158102,Santa Maria do Salto,8124210.31
MG,3158201,Santa Maria do Suaçuí,6885940.08
MG,3158300,Santana da Vargem,10455028.77
MG,3158409,Santana de Cataguases,5544355.99
MG,3158508,Santana de Pirapama,9600118.33
MG,3158607,Santana do Deserto,7332249.56
MG,3158706,Santana do Garambéu,7030830.92
MG,3158805,Santana do Jacaré,8828311.85
MG,3158904,Santana do Manhuaçu,13086223.06
