UF,COD,MUN,VALOR_TOTAL_BF
MG,3115805,Centralina,464057
MG,3115904,Chácara,149.45
MG,3116001,Chalé,404951
MG,3116100,Chapada do Norte,592637
MG,3116159,Chapada Gaúcha,1051223
MG,3116209,Chiador,125239
MG,3116308,Cipotânea,318738
MG,3116407,Claraval,159938
MG,3116506,Claro dos Poções,446201
MG,3116605,Cláudio,432302
MG,3116704,Coimbra,295523
MG,3116803,Coluna,580212
MG,3116902,Comendador Gomes,139734
MG,3117009,Comercinho,582822
MG,3117108,Conceição da Aparecida,276.63
MG,3117207,Conceição das Pedras,101058
MG,3117306,Conceição das Alagoas,849114
MG,3117405,Conceição de Ipanema,288003
MG,3117504,Conceição do Mato Dentro,1013864
MG,3117603,Conceição do Pará,137097
MG,3117702,Conceição do Rio Verde,388408
MG,3117801,Conceição dos Ouros,220113
MG,3117836,Cônego Marinho,715.58
MG,3117876,Confins,126673
MG,3117900,Congonhal,189.88
MG,3118007,Congonhas,639103
MG,3118106,Congonhas do Norte,282588
MG,3118205,Conquista,220139
MG,3118304,Conselheiro Lafaiete,1183348
MG,3118403,Conselheiro Pena,1019836
MG,3118502,Consolação,85125
MG,3118601,Contagem,17490398
MG,3118700,Coqueiral,318775
MG,3118809,Coração de Jesus,1715854
MG,3118908,Cordisburgo,513943
MG,3119005,Cordislândia,141983
MG,3119104,Corinto,940369
MG,3119203,Coroaci,567324
MG,3119302,Coromandel,1028497
MG,3119401,Coronel Fabriciano,2477497
MG,3119500,Coronel Murta,500911
MG,3119609,Coronel Pacheco,90247
MG,3119708,Coronel Xavier Chaves,63622
MG,3119807,Córrego Danta,50938
MG,3119906,Córrego do Bom Jesus,70267
MG,3119955,Córrego Fundo,45594
MG,3120003,Córrego Novo,195955
MG,3120102,Couto de Magalhães de Minas,262572
MG,3120151,Crisólita,395652
MG,3120201,Cristais,251818
MG,3120300,Cristália,745069
MG,3120409,Cristiano Otoni,136122
MG,3120508,Cristina,231886
MG,3120607,Crucilândia,161672
MG,3120706,Cruzeiro da Fortaleza,161744
MG,3120805,Cruzília,677499
MG,3120839,Cuparaque,276043
MG,3120870,Curral de Dentro,747696
MG,3120904,Curvelo,2650806
MG,3121001,Datas,398853
MG,3121100,Delfim Moreira,230143
MG,3121209,Delfinópolis,166679
MG,3121258,Delta,557382
MG,3121308,Descoberto,227603
MG,3121407,Desterro de Entre Rios,165211
MG,3121506,Desterro do Melo,147032
MG,3121605,Diamantina,2001556
MG,3121704,Diogo de Vasconcelos,217075
MG,3121803,Dionísio,305014
MG,3121902,Divinésia,186054
MG,3122009,Divino,1118571
MG,3122108,Divino das Laranjeiras,386259
MG,3122207,Divinolândia de Minas,441783
MG,3122306,Divinópolis,3084524
MG,3122355,Divisa Alegre,565161
MG,3122405,Divisa Nova,126184
MG,3122454,Divisópolis,1060521
MG,3122470,Dom Bosco,197184
MG,3122504,Dom Cavati,108.55
MG,3122603,Dom Joaquim,288277
MG,3122702,Dom Silvério,151475
MG,3122801,Dom Viçoso,82847
MG,3122900,Dona Eusébia,176052
MG,3123007,Dores de Campos,157.31
MG,3123106,Dores de Guanhães,204829
MG,3123205,Dores do Indaiá,247071
MG,3123304,Dores do Turvo,230842
MG,3123403,Doresópolis,45.78
MG,3123502,Douradoquara,48873
MG,3123528,Durandé,336478
MG,3123601,Elói Mendes,591476
MG,3123700,Engenheiro Caldas,486667
MG,3123809,Engenheiro Navarro,624.05
MG,3123858,Entre Folhas,216689
MG,3123908,Entre Rios de Minas,285028
MG,3124005,Ervália,610846
MG,3124104,Esmeraldas,3823076
MG,3124203,Espera Feliz,974794
MG,3124302,Espinosa,2546994
MG,3124401,Espírito Santo do Dourado,229058
MG,3124500,Estiva,281814
MG,3124609,Estrela Dalva,106044
MG,3124708,Estrela do Indaiá,50474
MG,3124807,Estrela do Sul,196261
MG,3124906,Eugenópolis,612429
MG,3125002,Ewbank da Câmara,288094
MG,3125101,Extrema,552.68
MG,3125200,Fama,84899
MG,3125309,Faria Lemos,199855
MG,3125408,Felício dos Santos,307564
MG,3125507,São Gonçalo do Rio Preto,183663
MG,3125606,Felisburgo,460839
MG,3125705,Felixlândia,516021
MG,3125804,Fernandes Tourinho,104937
MG,3125903,Ferros,374927
MG,3125952,Fervedouro,497735
MG,3126000,Florestal,158403
MG,3126109,Formiga,904892
MG,3126208,Formoso,707.39
MG,3126307,Fortaleza de Minas,57725
MG,3126406,Fortuna de Minas,104626
MG,3126505,Francisco Badaró,475868
MG,3126604,Francisco Dumont,286651
MG,3126703,Francisco Sá,1777854
MG,3126752,Franciscópolis,339708
MG,3126802,Frei Gaspar,536856
MG,3126901,Frei Inocêncio,700555
MG,3126950,Frei Lagonegro,319104
MG,3127008,Fronteira,387225
MG,3127057,Fronteira dos Vales,582101
MG,3127073,Fruta de Leite,301852
MG,3127107,Frutal,979666
MG,3127206,Funilândia,249688
MG,3127305,Galiléia,316086
MG,3127339,Gameleiras,305125
MG,3127354,Glaucilândia,168.86
MG,3127370,Goiabeira,178551
MG,3127388,Goianá,171665
MG,3127404,Gonçalves,53863
MG,3127503,Gonzaga,277726
MG,3127602,Gouveia,300092
MG,3127701,Governador Valadares,6477309
MG,3127800,Grão Mogol,683892
MG,3127909,Grupiara,10493
MG,3128006,Guanhães,1366447
MG,3128105,Guapé,242358
MG,3128204,Guaraciaba,440428
MG,3128253,Guaraciama,471821
MG,3128303,Guaranésia,348947
MG,3128402,Guarani,279276
MG,3128501,Guarará,234261
MG,3128600,Guarda-Mor,166572
MG,3128709,Guaxupé,698419
MG,3128808,Guidoval,293533
MG,3128907,Guimarânia,445899
MG,3129004,Guiricema,315.02
MG,3129103,Gurinhatã,218096
MG,3129202,Heliodora,136115
MG,3129301,Iapu,453908
MG,3129400,Ibertioga,223185
MG,3129509,Ibiá,693564
MG,3129608,Ibiaí,440923
MG,3129657,Ibiracatu,419.3
MG,3129707,Ibiraci,343288
MG,3129806,Ibirité,5023478
MG,3129905,Ibitiúra de Minas,95557
MG,3130002,Ibituruna,107748
MG,3130051,Icaraí de Minas,681936
MG,3130101,Igarapé,1416.95
MG,3130200,Igaratinga,133428
MG,3130309,Iguatama,243573
MG,3130408,Ijaci,200567
MG,3130507,Ilicínea,238058
MG,3130556,Imbé de Minas,521451
MG,3130606,Inconfidentes,136952
MG,3130655,Indaiabira,556029
MG,3130705,Indianópolis,186376
MG,3130804,Ingaí,65281
MG,3130903,Inhapim,1451089
MG,3131000,Inhaúma,345205
MG,3131109,Inimutaba,287254
MG,3131158,Ipaba,607535
MG,3131208,Ipanema,833964
MG,3131307,Ipatinga,6243439
MG,3131406,Ipiaçu,173111
MG,3131505,Ipuiúna,195908
MG,3131604,Iraí de Minas,335235
MG,3131703,Itabira,1896955
MG,3131802,Itabirinha de Mantena,590271
MG,3131901,Itabirito,795656
MG,3132008,Itacambira,328294
MG,3132107,Itacarambi,1029807
MG,3132206,Itaguara,339755
MG,3132305,Itaipé,830157
MG,3132404,Itajubá,2206.94
MG,3132503,Itamarandiba,1293733
MG,3132602,Itamarati de Minas,158386
MG,3132701,Itambacuri,1886687
MG,3132800,Itambé do Mato Dentro,75.67
MG,3132909,Itamogi,212365
MG,3133006,Itamonte,314366
MG,3133105,Itanhandu,249376
MG,3133204,Itanhomi,279048
MG,3133303,Itaobim,927805
MG,3133402,Itapagipe,423351
MG,3133501,Itapecerica,483499
MG,3133600,Itapeva,318343
MG,3133709,Itatiaiuçu,252517
MG,3133758,Itaú de Minas,223545
MG,3133808,Itaúna,1249351
MG,3133907,Itaverava,225066
MG,3134004,Itinga,933096
MG,3134103,Itueta,304.91
MG,3134202,Ituiutaba,1636253
MG,3134301,Itumirim,354193
MG,3134400,Iturama,1635.15
MG,3134509,Itutinga,102991
MG,3134608,Jaboticatubas,499941
MG,3134707,Jacinto,739364
MG,3134806,Jacuí,154902
MG,3134905,Jacutinga,278727
MG,3135001,Jaguaraçu,85984
MG,3135050,Jaíba,2945.23
MG,3135076,Jampruca,348721
MG,3135100,Janaúba,3192.18
MG,3135209,Januária,4558.51
MG,3135308,Japaraíba,96992
MG,3135357,Japonvar,558948
MG,3135407,Jeceaba,179777
MG,3135456,Jenipapo de Minas,245229
MG,3135506,Jequeri,544295
MG,3135605,Jequitaí,837898
MG,3135704,Jequitibá,223815
MG,3135803,Jequitinhonha,1498251
MG,3135902,Jesuânia,248817
MG,3136009,Joaíma,1404337
MG,3136108,Joanésia,246663
MG,3136207,João Monlevade,1367014
MG,3136306,João Pinheiro,1869339
MG,3136405,Joaquim Felício,292365
MG,3136504,Jordânia,386402
MG,3136520,José Gonçalves de Minas,279942
MG,3136553,José Raydan,312936
MG,3136579,Josenópolis,285019
MG,3136603,Nova União,347497
MG,3136652,Juatuba,1365116
MG,3136702,Juiz de Fora,9658725
MG,3136801,Juramento,265388
MG,3136900,Juruaia,124868
MG,3136959,Juvenília,408607
MG,3137007,Ladainha,882247
MG,3137106,Lagamar,305691
MG,3137205,Lagoa da Prata,1115995
MG,3137304,Lagoa dos Patos,288534
MG,3137403,Lagoa Dourada,274927
MG,3137502,Lagoa Formosa,576838
MG,3137536,Lagoa Grande,321693
MG,3137601,Lagoa Santa,1277.3
MG,3137700,Lajinha,1116507
MG,3137809,Lambari,578524
MG,3137908,Lamim,160903
MG,3138005,Laranjal,272357
MG,3138104,Lassance,491094
MG,3138203,Lavras,1949427
MG,3138302,Leandro Ferreira,74005
MG,3138351,Leme do Prado,193577
MG,3138401,Leopoldina,1240435
MG,3138500,Liberdade,212115
MG,3138609,Lima Duarte,582713
MG,3138625,Limeira do Oeste,147928
MG,3138658,Lontra,734009
MG,3138674,Luisburgo,326.63
MG,3138682,Luislândia,476784
MG,3138708,Luminárias,165181
MG,3138807,Luz,471244
MG,3138906,Machacalis,619363
MG,3139003,Machado,798121
MG,3139102,Madre de Deus de Minas,108614
MG,3139201,Malacacheta,718729
MG,3139250,Mamonas,385605
MG,3139300,Manga,1305623
MG,3139409,Manhuaçu,1428623
MG,3139508,Manhumirim,1381589
MG,3139607,Mantena,914493
MG,3139706,Maravilhas,400997
MG,3139805,Mar de Espanha,254792
MG,3139904,Maria da Fé,503.71
MG,3140001,Mariana,2434972
MG,3140100,Marilac,331429
MG,3140159,Mário Campos,546908
MG,3140209,Maripá de Minas,59.33
MG,3140308,Marliéria,133792
MG,3140407,Marmelópolis,155727
MG,3140506,Martinho Campos,417018
MG,3140530,Martins Soares,484917
MG,3140555,Mata Verde,676.13
MG,3140605,Materlândia,298336
MG,3140704,Mateus Leme,1131811
MG,3140803,Matias Barbosa,320453
MG,3140852,Matias Cardoso,580215
MG,3140902,Matipó,1274862
MG,3141009,Mato Verde,746752
MG,3141108,Matozinhos,1064642
MG,3141207,Matutina,75.94
MG,3141306,Medeiros,143916
MG,3141405,Medina,966723
MG,3141504,Mendes Pimentel,298698
MG,3141603,Mercês,358286
MG,3141702,Mesquita,224782
MG,3141801,Minas Novas,1224458
MG,3141900,Minduri,130497
MG,3142007,Mirabela,726082
MG,3142106,Miradouro,347408
MG,3142205,Miraí,322033
MG,3142254,Miravânia,268892
MG,3142304,Moeda,197346
MG,3142403,Moema,202889
MG,3142502,Monjolos,65942
MG,3142601,Monsenhor Paulo,207675
MG,3142700,Montalvânia,991492
MG,3142809,Monte Alegre de Minas,667877
MG,3142908,Monte Azul,1252712
MG,3143005,Monte Belo,288922
MG,3143104,Monte Carmelo,389715
MG,3143153,Monte Formoso,266538
MG,3143203,Monte Santo de Minas,564723
MG,3143302,Montes Claros,8271083
MG,3143401,Monte Sião,423031
MG,3143450,Montezuma,425068
MG,3143500,Morada Nova de Minas,88701
MG,3143609,Morro da Garça,68117
MG,3143708,Morro do Pilar,186077
MG,3143807,Munhoz,187078
MG,3143906,Muriaé,2572.17
MG,3144003,Mutum,807385
MG,3144102,Muzambinho,385287
MG,3144201,Nacip Raydan,153.88
MG,3144300,Nanuque,1388046
MG,3144359,Naque,372843
MG,3144375,Natalândia,187429
MG,3144409,Natércia,98637
MG,3144508,Nazareno,342531
MG,3144607,Nepomuceno,646408
MG,3144656,Ninheira,674.99
MG,3144672,Nova Belém,249293
MG,3144706,Nova Era,452757
MG,3144805,Nova Lima,1692359
MG,3144904,Nova Módica,221447
MG,3145000,Nova Ponte,247934
MG,3145059,Nova Porteirinha,605801
MG,3145109,Nova Resende,420.31
MG,3145208,Nova Serrana,1059499
MG,3145307,Novo Cruzeiro,1740.96
MG,3145356,Novo Oriente de Minas,795618
MG,3145372,Novorizonte,289676
MG,3145406,Olaria,87915
MG,3145455,Olhos-d'Água,573246
MG,3145505,Olímpio Noronha,131877
MG,3145604,Oliveira,882345
MG,3145703,Oliveira Fortes,57866
MG,3145802,Onça de Pitangui,82094
MG,3145851,Oratórios,133225
MG,3145877,Orizânia,542152
MG,3145901,Ouro Branco,867927
MG,3146008,Ouro Fino,162156
MG,3146107,Ouro Preto,1794089
MG,3146206,Ouro Verde de Minas,670811
MG,3146255,Padre Carvalho,485776
MG,3146305,Padre Paraíso,1373877
MG,3146404,Paineiras,200818
MG,3146503,Pains,147079
MG,3146552,Pai Pedro,296838
MG,3146602,Paiva,91807
MG,3146701,Palma,359971
MG,3146750,Palmópolis,491539
MG,3146909,Papagaios,393643
MG,3147006,Paracatu,2018615
MG,3147105,Pará de Minas,1302514
MG,3147204,Paraguaçu,279.86
MG,3147303,Paraisópolis,340888
MG,3147402,Paraopeba,727246
MG,3147501,Passabém,66928
MG,3147600,Passa Quatro,230164
MG,3147709,Passa Tempo,107341
MG,3147808,Passa-Vinte,68605
MG,3147907,Passos,1988494
MG,3147956,Patis,452631
MG,3148004,Patos de Minas,1772678
MG,3148103,Patrocínio,1983289
MG,3148202,Patrocínio do Muriaé,271228
MG,3148301,Paula Cândido,417574
MG,3148400,Paulistas,250173
MG,3148509,Pavão,800674
MG,3148608,Peçanha,967985
MG,3148707,Pedra Azul,1670168
MG,3148756,Pedra Bonita,576126
MG,3148806,Pedra do Anta,177.28
MG,3148905,Pedra do Indaiá,106648
MG,3149002,Pedra Dourada,175807
MG,3149101,Pedralva,312667
MG,3149150,Pedras de Maria da Cruz,506031
MG,3149200,Pedrinópolis,125801
MG,3149309,Pedro Leopoldo,1194963
MG,3149408,Pedro Teixeira,108972
MG,3149507,Pequeri,109987
MG,3149606,Pequi,211521
MG,3149705,Perdigão,201504
MG,3149804,Perdizes,483053
MG,3149903,Perdões,323343
MG,3149952,Periquito,389084
MG,3150000,Pescador,218244
MG,3150109,Piau,96.17
MG,3150158,Piedade de Caratinga,727.54
MG,3150208,Piedade de Ponte Nova,125929
MG,3150307,Piedade do Rio Grande,89203
MG,3150406,Piedade dos Gerais,283945
MG,3150505,Pimenta,208614
MG,3150539,Pingo-d'Água,262885
MG,3150570,Pintópolis,443426
MG,3150604,Piracema,102651
MG,3150703,Pirajuba,213846
MG,3150802,Piranga,875858
MG,3150901,Piranguçu,168.2
MG,3151008,Piranguinho,205.19
MG,3151107,Pirapetinga,425002
MG,3151206,Pirapora,2543515
MG,3151305,Piraúba,384958
MG,3151404,Pitangui,757159
MG,3151503,Piumhi,787469
MG,3151602,Planura,353438
MG,3151701,Poço Fundo,220136
MG,3151800,Poços de Caldas,2008718
MG,3151909,Pocrane,547762
MG,3152006,Pompéu,929741
MG,3152105,Ponte Nova,1477141
MG,3152131,Ponto Chique,303065
MG,3152170,Ponto dos Volantes,684.31
MG,3152204,Porteirinha,1780031
MG,3152303,Porto Firme,800541
MG,3152402,Poté,559406
MG,3152501,Pouso Alegre,2641733
MG,3152600,Pouso Alto,73542
MG,3152709,Prados,170674
MG,3152808,Prata,399609
MG,3152907,Pratápolis,180946
MG,3153004,Pratinha,166299
MG,3153103,Presidente Bernardes,320742
MG,3153202,Presidente Juscelino,102988
MG,3153301,Presidente Kubitschek,98566
MG,3153400,Presidente Olegário,463141
MG,3153509,Alto Jequitibá,554171
MG,3153608,Prudente de Morais,322747
MG,3153707,Quartel Geral,115038
MG,3153806,Queluzito,28664
MG,3153905,Raposos,285819
MG,3154002,Raul Soares,960292
MG,3154101,Recreio,305009
MG,3154150,Reduto,233.55
MG,3154200,Resende Costa,212179
MG,3154309,Resplendor,610
MG,3154408,Ressaquinha,236867
MG,3154457,Riachinho,576951
MG,3154507,Riacho dos Machados,566686
MG,3154606,Ribeirão das Neves,12146.25
MG,3154705,Ribeirão Vermelho,103104
MG,3154804,Rio Acima,269442
MG,3154903,Rio Casca,441042
MG,3155009,Rio Doce,88352
MG,3155108,Rio do Prado,447709
MG,3155207,Rio Espera,345347
MG,3155306,Rio Manso,232908
MG,3155405,Rio Novo,240239
MG,3155504,Rio Paranaíba,243825
MG,3155603,Rio Pardo de Minas,1891.62
MG,3155702,Rio Piracicaba,497332
MG,3155801,Rio Pomba,570841
MG,3155900,Rio Preto,380955
MG,3156007,Rio Vermelho,475362
MG,3156106,Ritápolis,188268
MG,3156205,Rochedo de Minas,95521
MG,3156304,Rodeiro,219306
MG,3156403,Romaria,89998
MG,3156452,Rosário da Limeira,112302
MG,3156502,Rubelita,511429
MG,3156601,Rubim,465322
MG,3156700,Sabará,3433313
MG,3156809,Sabinópolis,629995
MG,3156908,Sacramento,400739
MG,3157005,Salinas,1820693
MG,3157104,Salto da Divisa,375961
MG,3157203,Santa Bárbara,1074128
MG,3157252,Santa Bárbara do Leste,518883
MG,3157278,Santa Bárbara do Monte Verde,123269
MG,3157302,Santa Bárbara do Tugúrio,122775
MG,3157336,Santa Cruz de Minas,275605
MG,3157377,Santa Cruz de Salinas,266774
MG,3157401,Santa Cruz do Escalvado,206.61
MG,3157500,Santa Efigênia de Minas,289.81
MG,3157609,Santa Fé de Minas,339425
MG,3157658,Santa Helena de Minas,694405
MG,3157708,Santa Juliana,209249
MG,3157807,Santa Luzia,7694404
MG,3157906,Santa Margarida,864398
MG,3158003,Santa Maria de Itabira,244674
MG,3158102,Santa Maria do Salto,428533
MG,3158201,Santa Maria do Suaçuí,769889
MG,3158300,Santana da Vargem,159755
MG,3158409,Santana de Cataguases,158802
MG,3158508,Santana de Pirapama,274119
MG,3158607,Santana do Deserto,102512
MG,3158706,Santana do Garambéu,122782
MG,3158805,Santana do Jacaré,207111
MG,3158904,Santana do Manhuaçu,413042
MG,3158953,Santana do Paraíso,1052212
MG,3159001,Santana do Riacho,207.49
MG,3159100,Santana dos Montes,184128
MG,3159209,Santa Rita de Caldas,159246
MG,3159308,Santa Rita de Jacutinga,203446
MG,3159357,Santa Rita de Minas,220071
MG,3159407,Santa Rita de Ibitipoca,132018
MG,3159506,Santa Rita do Itueto,363571
MG,3159605,Santa Rita do Sapucaí,691121
MG,3159704,Santa Rosa da Serra,134805
MG,3159803,Santa Vitória,618503
MG,3159902,Santo Antônio do Amparo,706912
MG,3160009,Santo Antônio do Aventureiro,177549
MG,3160108,Santo Antônio do Grama,132557
MG,3160207,Santo Antônio do Itambé,239447
MG,3160306,Santo Antônio do Jacinto,649244
MG,3160405,Santo Antônio do Monte,320815
MG,3160454,Santo Antônio do Retiro,788468
MG,3160504,Santo Antônio do Rio Abaixo,98475
MG,3160603,Santo Hipólito,169545
MG,3160702,Santos Dumont,1177132
MG,3160801,São Bento Abade,142154
MG,3160900,São Brás do Suaçuí,120161
MG,3160959,São Domingos das Dores,239.41
MG,3161007,São Domingos do Prata,459108
MG,3161056,São Félix de Minas,186153
MG,3161106,São Francisco,4199837
MG,3161205,São Francisco de Paula,179901
MG,3161304,São Francisco de Sales,222458
MG,3161403,São Francisco do Glória,124356
MG,3161502,São Geraldo,428.23
MG,3161601,São Geraldo da Piedade,239931
MG,3161650,São Geraldo do Baixio,188583
MG,3161700,São Gonçalo do Abaeté,345512
MG,3161809,São Gonçalo do Pará,206351
MG,3161908,São Gonçalo do Rio Abaixo,337272
MG,3162005,São Gonçalo do Sapucaí,724.65
MG,3162104,São Gotardo,676899
MG,3162203,São João Batista do Glória,86645
MG,3162252,São João da Lagoa,446558
MG,3162302,São João da Mata,112644
MG,3162401,São João da Ponte,1692481
MG,3162450,São João das Missões,1070.88
MG,3162500,São João del Rei,1861532
MG,3162559,São João do Manhuaçu,818672
MG,3162575,São João do Manteninha,333866
MG,3162609,São João do Oriente,602.15
MG,3162658,São João do Pacuí,285079
MG,3162708,São João do Paraíso,947052
MG,3162807,São João Evangelista,661366
MG,3162906,São João Nepomuceno,648.43
MG,3162922,São Joaquim de Bicas,1497361
MG,3162948,São José da Barra,143611
MG,3162955,São José da Lapa,863607
MG,3163003,São José da Safira,296256
MG,3163102,São José da Varginha,110106
MG,3163201,São José do Alegre,81458
MG,3163300,São José do Divino,247012
MG,3163409,São José do Goiabal,258126
MG,3163508,São José do Jacuri,408247
MG,3163607,São José do Mantimento,184111
MG,3163706,São Lourenço,1268359
MG,3163805,São Miguel do Anta,424897
MG,3163904,São Pedro da União,133353
MG,3164001,São Pedro dos Ferros,149728
MG,3164100,São Pedro do Suaçuí,367906
MG,3164209,São Romão,578644
MG,3164308,São Roque de Minas,123545
MG,3164407,São Sebastião da Bela Vista,132.16
MG,3164431,São Sebastião da Vargem Alegre,89014
MG,3164472,São Sebastião do Anta,703316
MG,3164506,São Sebastião do Maranhão,497665
MG,3164605,São Sebastião do Oeste,308574
MG,3164704,São Sebastião do Paraíso,1320.46
MG,3164803,São Sebastião do Rio Preto,59246
MG,3164902,São Sebastião do Rio Verde,51048
MG,3165008,São Tiago,183723
MG,3165107,São Tomás de Aquino,171404
MG,3165206,São Thomé das Letras,238786
MG,3165305,São Vicente de Minas,227.37
MG,3165404,Sapucaí-Mirim,217128
MG,3165503,Sardoá,435807
MG,3165537,Sarzedo,843.56
MG,3165552,Setubinha,925765
MG,3165560,Sem-Peixe,122821
MG,3165578,Senador Amaral,317289
MG,3165602,Senador Cortes,60249
MG,3165701,Senador Firmino,259408
MG,3165800,Senador José Bento,75413
MG,3165909,Senador Modestino Gonçalves,248627
MG,3166006,Senhora de Oliveira,279373
MG,3166105,Senhora do Porto,152094
MG,3166204,Senhora dos Remédios,689397
MG,3166303,Sericita,349061
MG,3166402,Seritinga,36512
MG,3166501,Serra Azul de Minas,286747
MG,3166600,Serra da Saudade,15352
MG,3166709,Serra dos Aimorés,280123
MG,3166808,Serra do Salitre,514085
MG,3166907,Serrania,180607
MG,3166956,Serranópolis de Minas,241628
MG,3167004,Serranos,159048
MG,3167103,Serro,848616
MG,3167202,Sete Lagoas,4370.8
MG,3167301,Silveirânia,117171
MG,3167400,Silvianópolis,228179
MG,3167509,Simão Pereira,66048
MG,3167608,Simonésia,1011283
MG,3167707,Sobrália,360775
MG,3167806,Soledade de Minas,115873
MG,3167905,Tabuleiro,100789
MG,3168002,Taiobeiras,1418186
MG,3168051,Taparuba,356148
MG,3168101,Tapira,172693
MG,3168200,Tapiraí,74267
MG,3168309,Taquaraçu de Minas,215105
MG,3168408,Tarumirim,798125
MG,3168507,Teixeiras,510393
MG,3168606,Teófilo Otoni,4731437
MG,3168705,Timóteo,1744861
MG,3168804,Tiradentes,273469
MG,3168903,Tiros,214806
MG,3169000,Tocantins,530.56
MG,3169059,Tocos do Moji,100582
MG,3169109,Toledo,131173
MG,3169208,Tombos,527539
MG,3169307,Três Corações,1787707
MG,3169356,Três Marias,821171
MG,3169406,Três Pontas,1272969
MG,3169505,Tumiritinga,524143
MG,3169604,Tupaciguara,1168187
MG,3169703,Turmalina,935072
MG,3169802,Turvolândia,180233
MG,3169901,Ubá,1971553
MG,3170008,Ubaí,779395
MG,3170057,Ubaporanga,570984
MG,3170107,Uberaba,5337398
MG,3170206,Uberlândia,10427612
MG,3170305,Umburatiba,173666
MG,3170404,Unaí,1519269
MG,3170438,União de Minas,219483
MG,3170479,Uruana de Minas,249.32
MG,3170503,Urucânia,176063
MG,3170529,Urucuia,650199
MG,3170578,Vargem Alegre,574384
MG,3170602,Vargem Bonita,65346
MG,3170651,Vargem Grande do Rio Pardo,283295
MG,3170701,Varginha,1590611
MG,3170750,Varjão de Minas,253.53
MG,3170800,Várzea da Palma,1310778
MG,3170909,Varzelândia,1401632
MG,3171006,Vazante,416716
MG,3171030,Verdelândia,708283
MG,3171071,Veredinha,373349
MG,3171105,Veríssimo,78873
MG,3171154,Vermelho Novo,281162
MG,3171204,Vespasiano,4676055
MG,3171303,Viçosa,1646896
MG,3171402,Vieiras,228.44
MG,3171501,Mathias Lobato,290054
MG,3171600,Virgem da Lapa,515656
MG,3171709,Virgínia,490.49
MG,3171808,Virginópolis,175964
MG,3171907,Virgolândia,211358
MG,3172004,Visconde do Rio Branco,883668
MG,3172103,Volta Grande,278.45
MG,3172202,Wenceslau Braz,82981
MS,5000203,Água Clara,689472
MS,5000252,Alcinópolis,173269
MS,5000609,Amambaí,1773029
MS,5000708,Anastácio,965768
MS,5000807,Anaurilândia,207667
MS,5000856,Angélica,338029
MS,5000906,Antônio João,299009
MS,5001003,Aparecida do Taboado,671811
MS,5001102,Aquidauana,2001551
MS,5001243,Aral Moreira,546622
MS,5001508,Bandeirantes,324505
MS,5001904,Bataguassu,689287
MS,5002001,Batayporã,498315
MS,5002100,Bela Vista,1066058
MS,5002159,Bodoquena,288438
MS,5002209,Bonito,640883
MS,5002308,Brasilândia,431521
MS,5002407,Caarapó,770864
MS,5002605,Camapuã,555029
MS,5002704,Campo Grande,22739454
MS,5002803,Caracol,258041
MS,5002902,Cassilândia,461452
MS,5002951,Chapadão do Sul,654638
MS,5003108,Corguinho,154703
MS,5003157,Coronel Sapucaia,1407387
MS,5003207,Corumbá,3304935
MS,5003256,Costa Rica,1199608
MS,5003306,Coxim,1237215
MS,5003454,Deodápolis,298242
MS,5003488,Dois Irmãos do Buriti,567845
MS,5003504,Douradina,152.33
MS,5003702,Dourados,4876934
MS,5003751,Eldorado,364725
MS,5003801,Fátima do Sul,389136
MS,5003900,Figueirão,109903
MS,5004007,Glória de Dourados,230688
MS,5004106,Guia Lopes da Laguna,427096
MS,5004304,Iguatemi,441456
MS,5004403,Inocência,181714
MS,5004502,Itaporã,196.27
MS,5004601,Itaquiraí,403453
MS,5004700,Ivinhema,382972
MS,5004809,Japorã,566254
MS,5004908,Jaraguari,120146
MS,5005004,Jardim,473229
MS,5005103,Jateí,139058
MS,5005152,Juti,319475
MS,5005202,Ladário,663279
MS,5005251,Laguna Carapã,234178
MS,5005400,Maracaju,564926
MS,5005608,Miranda,1611.4
MS,5005681,Mundo Novo,632682
MS,5005707,Naviraí,1627847
MS,5005806,Nioaque,589.91
MS,5006002,Nova Alvorada do Sul,540318
MS,5006200,Nova Andradina,1405.93
MS,5006259,Novo Horizonte do Sul,84359
MS,5006275,Paraíso das Águas,95477
MS,5006309,Paranaíba,928.67
MS,5006358,Paranhos,784366
MS,5006408,Pedro Gomes,351897
MS,5006606,Ponta Porã,3192722
MS,5006903,Porto Murtinho,505.88
MS,5007109,Ribas do Rio Pardo,467186
MS,5007208,Rio Brilhante,657487
MS,5007307,Rio Negro,115.24
MS,5007406,Rio Verde de Mato Grosso,746701
MS,5007505,Rochedo,169362
MS,5007554,Santa Rita do Pardo,135649
MS,5007695,São Gabriel do Oeste,435377
MS,5007703,Sete Quedas,214722
MS,5007802,Selvíria,128573
MS,5007901,Sidrolândia,1205267
MS,5007935,Sonora,355853
MS,5007950,Tacuru,897847
MS,5007976,Taquarussu,113414
MS,5008008,Terenos,385683
MS,5008305,Três Lagoas,2943643
MS,5008404,Vicentina,218724
MT,5100102,Acorizal,386975
MT,5100201,Água Boa,372539
MT,5100250,Alta Floresta,1369725
MT,5100300,Alto Araguaia,483361
MT,5100359,Alto Boa Vista,203869
MT,5100409,Alto Garças,510.33
MT,5100508,Alto Paraguai,475526
MT,5100607,Alto Taquari,205568
MT,5100805,Apiacás,241268
MT,5101001,Araguaiana,135502
