UF,COD,MUN,COTA_PARTE_FPM
MG,3102001,Alterosa,25717324.59
MG,3102050,Alto Caparaó,15430394.78
MG,3102100,Alto Rio Doce,20574142.63
MG,3102209,Alvarenga,15430394.78
MG,3102308,Alvinópolis,25717324.59
MG,3102407,Alvorada de Minas,15430394.78
MG,3102506,Amparo do Serra,15430394.78
MG,3102605,Andradas,46291184.29
MG,3102704,Cachoeira de Pajeú,15430395.79
MG,3102803,Andrelândia,20573859.69
MG,3102852,Angelândia,15430394.78
MG,3102902,Antônio Carlos,20573859.7
MG,3103009,Antônio Dias,15430394.78
MG,3103108,Antônio Prado de Minas,15430394.78
MG,3103207,Araçaí,15049333.7
MG,3103306,Aracitaba,15430394.78
MG,3103405,Araçuaí,46606169.4
MG,3103504,Araguari,87438903.74
MG,3103603,Arantina,15430394.78
MG,3103702,Araponga,15444417.2
MG,3103751,Araporã,15430394.78
MG,3103801,Arapuá,15431267.38
MG,3103900,Araújos,15318598.74
MG,3104007,Araxá,82295438.78
MG,3104106,Arceburgo,20573859.69
MG,3104205,Arcos,46291184.29
MG,3104304,Areado,25717324.59
MG,3104403,Argirita,15430394.78
MG,3104452,Aricanduva,15430394.78
MG,3104502,Arinos,30860789.58
MG,3104601,Astolfo Dutra,25717324.59
MG,3104700,Ataléia,25717324.59
MG,3104809,Augusto de Lima,15430394.77
MG,3104908,Baependi,30860789.58
MG,3105004,Baldim,15430394.78
MG,3105103,Bambuí,36004254.47
MG,3105202,Bandeira,15430394.78
MG,3105301,Bandeira do Sul,15430394.78
MG,3105400,Barão de Cocais,41147719.36
MG,3105509,Barão de Monte Alto,15430394.78
MG,3105608,Barbacena,92638201.22
MG,3105707,Barra Longa,15430394.98
MG,3105905,Barroso,30860789.58
MG,3106002,Bela Vista de Minas,20573859.69
MG,3106101,Belmiro Braga,15430394.78
MG,3106200,Belo Horizonte,927693619.42
MG,3106309,Belo Oriente,36004254.47
MG,3106408,Belo Vale,15430394.78
MG,3106507,Berilo,20565596.31
MG,3106606,Bertópolis,15430394.78
MG,3106655,Berizal,15430394.78
MG,3106705,Betim,142539240.35
MG,3106804,Bias Fortes,15430394.78
MG,3106903,Bicas,25717324.59
MG,3107000,Biquinhas,15430394.78
MG,3107109,Boa Esperança,46291184.29
MG,3107208,Bocaina de Minas,15430394.78
MG,3107307,Bocaiúva,51434649.24
MG,3107406,Bom Despacho,56578114.18
MG,3107505,Bom Jardim de Minas,15430404.78
MG,3107604,Bom Jesus da Penha,15430394.78
MG,3107703,Bom Jesus do Amparo,15430394.78
MG,3107802,Bom Jesus do Galho,25717324.59
MG,3107901,Bom Repouso,20573859.69
MG,3108008,Bom Sucesso,30861101.16
MG,3108107,Bonfim,15430394.78
MG,3108206,Bonfinópolis de Minas,15430394.78
MG,3108255,Bonito de Minas,20573859.69
MG,3108305,Borda da Mata,30877766.74
MG,3108404,Botelhos,25717324.59
MG,3108503,Botumirim,15430394.78
MG,3108552,Brasilândia de Minas,25717324.59
MG,3108602,Brasília de Minas,41147719.36
MG,3108701,Brás Pires,15430394.78
MG,3108800,Braúnas,15430394.78
MG,3108909,Brasópolis,26318708.23
MG,3109006,Brumadinho,46291184.29
MG,3109105,Bueno Brandão,20573859.69
MG,3109204,Buenópolis,20573859.69
MG,3109253,Bugre,15430394.78
MG,3109303,Buritis,36004254.47
MG,3109402,Buritizeiro,36004254.47
MG,3109451,Cabeceira Grande,15430394.81
MG,3109501,Cabo Verde,25717324.59
MG,3109600,Cachoeira da Prata,15295290.52
MG,3109709,Cachoeira de Minas,20573859.69
MG,3109808,Cachoeira Dourada,15430394.78
MG,3109907,Caetanópolis,20573859.69
MG,3110004,Caeté,51434649.25
MG,3110103,Caiana,15415992.97
MG,3110202,Cajuri,15430394.78
MG,3110301,Caldas,25717324.59
MG,3110400,Camacho,15430394.78
MG,3110509,Camanducaia,30860789.58
MG,3110608,Cambuí,36004254.47
MG,3110707,Cambuquira,20573859.69
MG,3110806,Campanário,15146256.32
MG,3110905,Campanha,25717324.59
MG,3111002,Campestre,30860789.58
MG,3111101,Campina Verde,30860789.58
MG,3111150,Campo Azul,15430393.78
MG,3111200,Campo Belo,56579908.7
MG,3111309,Campo do Meio,20573799.69
MG,3111408,Campo Florido,15430394.78
MG,3111507,Campos Altos,24403973.88
MG,3111606,Campos Gerais,
MG,3111705,Canaã,15430394.78
MG,3111804,Canápolis,20377218.74
MG,3111903,Cana Verde,15430394.78
MG,3112000,Candeias,25717324.59
MG,3112059,Cantagalo,15430394.78
MG,3112109,Caparaó,15415980.28
MG,3112208,Capela Nova,15430394.78
MG,3112307,Capelinha,46291184.29
MG,3112406,Capetinga,15430394.78
MG,3112505,Capim Branco,15430394.79
MG,3112604,Capinópolis,25717324.59
MG,3112653,Capitão Andrade,15430394.79
MG,3112703,Capitão Enéas,25717324.59
MG,3112802,Capitólio,15430394.78
MG,3112901,Caputira,15430394.78
MG,3113008,Caraí,36004254.47
MG,3113107,Caranaíba,15430394.78
MG,3113206,Carandaí,36004254.47
MG,3113305,Carangola,41147719.36
MG,3113404,Caratinga,77151973.82
MG,3113503,Carbonita,15430394.78
MG,3113602,Careaçu,15430394.78
MG,3113701,Carlos Chagas,30860789.58
MG,3113800,Carmésia,15430394.78
MG,3113909,Carmo da Cachoeira,20576176.89
MG,3114006,Carmo da Mata,20573859.69
MG,3114105,Carmo de Minas,25717324.59
MG,3114204,Carmo do Cajuru,30860789.58
MG,3114303,Carmo do Paranaíba,41147719.36
MG,3114402,Carmo do Rio Claro,30860789.58
MG,3114501,Carmópolis de Minas,30860789.58
MG,3114550,Carneirinho,15430394.78
MG,3114600,Carrancas,15430394.78
MG,3114709,Carvalhópolis,15430394.78
MG,3114808,Carvalhos,15430394.78
MG,3114907,Casa Grande,15430394.78
MG,3115003,Cascalho Rico,15695000
MG,3115102,Cássia,30860789.58
MG,3115201,Conceição da Barra de Minas,15430394.78
MG,3115300,Cataguases,66865044.03
MG,3115359,Catas Altas,15430394.78
MG,3115409,Catas Altas da Noruega,15430394.68
MG,3115458,Catuji,15430394.78
MG,3115474,Catuti,15430394.78
MG,3115508,Caxambu,30860789.58
MG,3115607,Cedro do Abaeté,619754.39
MG,3115706,Central de Minas,15430394.78
MG,3115805,Centralina,20573859.69
MG,3115904,Chácara,15430394.78
MG,3116001,Chalé,15424197.25
MG,3116100,Chapada do Norte,25717324.59
MG,3116159,Chapada Gaúcha,25717324.59
MG,3116209,Chiador,15430394.78
MG,3116308,Cipotânea,15430394.78
MG,3116407,Claraval,15430394.78
MG,3116506,Claro dos Poções,15430394.78
MG,3116605,Cláudio,36004254.47
MG,3116704,Coimbra,15430394.78
MG,3116803,Coluna,15430394.78
MG,3116902,Comendador Gomes,15430394.78
MG,3117009,Comercinho,15430394.78
MG,3117108,Conceição da Aparecida,20573859.69
MG,3117207,Conceição das Pedras,15430394.78
MG,3117306,Conceição das Alagoas,36004254.47
MG,3117405,Conceição de Ipanema,15430394.78
MG,3117504,Conceição do Mato Dentro,30860789.58
MG,3117603,Conceição do Pará,1305847.6
MG,3117702,Conceição do Rio Verde,25717324.59
MG,3117801,Conceição dos Ouros,20573859.69
MG,3117836,Cônego Marinho,15430394.78
MG,3117876,Confins,15328064.81
MG,3117900,Congonhal,20566111.73
MG,3118007,Congonhas,56578114.18
MG,3118106,Congonhas do Norte,15430394.78
MG,3118205,Conquista,15330626.5
MG,3118304,Conselheiro Lafaiete,92582368.65
MG,3118403,Conselheiro Pena,32018164.79
MG,3118502,Consolação,15325399.74
MG,3118601,Contagem,142539240.35
MG,3118700,Coqueiral,15430394.78
MG,3118809,Coração de Jesus,36004254.47
MG,3118908,Cordisburgo,15430394.78
MG,3119005,Cordislândia,15430394.78
MG,3119104,Corinto,36004254.47
MG,3119203,Coroaci,20573859.69
MG,3119302,Coromandel,36004254.47
MG,3119401,Coronel Fabriciano,82295438.78
MG,3119500,Coronel Murta,15430394.77
MG,3119609,Coronel Pacheco,15430394.78
MG,3119708,Coronel Xavier Chaves,15430394.78
MG,3119807,Córrego Danta,15430442.03
MG,3119906,Córrego do Bom Jesus,15430394.78
MG,3119955,Córrego Fundo,15430394.78
MG,3120003,Córrego Novo,15430394.78
MG,3120102,Couto de Magalhães de Minas,15430394.78
MG,3120151,Crisólita,15430394.78
MG,3120201,Cristais,20573859.69
MG,3120300,Cristália,15430394.78
MG,3120409,Cristiano Otoni,15430394.78
MG,3120508,Cristina,20573859.69
MG,3120607,Crucilândia,15451814.39
MG,3120706,Cruzeiro da Fortaleza,15430394.78
MG,3120805,Cruzília,25717324.59
MG,3120839,Cuparaque,15430394.78
MG,3120870,Curral de Dentro,15430394.78
MG,3120904,Curvelo,66865044.03
MG,3121001,Datas,15430394.78
MG,3121100,Delfim Moreira,15430394.78
MG,3121209,Delfinópolis,15430394.78
MG,3121258,Delta,20573859.69
MG,3121308,Descoberto,15430394.72
MG,3121407,Desterro de Entre Rios,15430394.78
MG,3121506,Desterro do Melo,15430394.78
MG,3121605,Diamantina,51434649.25
MG,3121704,Diogo de Vasconcelos,15930394.78
MG,3121803,Dionísio,15430394.78
MG,3121902,Divinésia,15430394.78
MG,3122009,Divino,30860789.58
MG,3122108,Divino das Laranjeiras,15430394.78
MG,3122207,Divinolândia de Minas,15430394.78
MG,3122306,Divinópolis,142539240.35
MG,3122355,Divisa Alegre,15430394.78
MG,3122405,Divisa Nova,15430394.78
MG,3122454,Divisópolis,20573859.69
MG,3122470,Dom Bosco,15430394.68
MG,3122504,Dom Cavati,15430394.78
MG,3122603,Dom Joaquim,15430394.78
MG,3122702,Dom Silvério,15430394.78
MG,3122801,Dom Viçoso,15430394.78
MG,3122900,Dona Eusébia,15429178.87
MG,3123007,Dores de Campos,20573859.69
MG,3123106,Dores de Guanhães,15431394.88
MG,3123205,Dores do Indaiá,25717324.56
MG,3123304,Dores do Turvo,15430394.78
MG,3123403,Doresópolis,15430394.78
MG,3123502,Douradoquara,15430394.78
MG,3123528,Durandé,15430394.78
MG,3123601,Elói Mendes,36004254.47
MG,3123700,Engenheiro Caldas,20573859.69
MG,3123809,Engenheiro Navarro,15430394.78
MG,3123858,Entre Folhas,15430394.78
MG,3123908,Entre Rios de Minas,25759991.62
MG,3124005,Ervália,30860789.58
MG,3124104,Esmeraldas,66865044.03
MG,3124203,Espera Feliz,36004254.47
MG,3124302,Espinosa,41147719.36
MG,3124401,Espírito Santo do Dourado,15430394.78
MG,3124500,Estiva,20573860.01
MG,3124609,Estrela Dalva,15430394.78
MG,3124708,Estrela do Indaiá,15430394.78
MG,3124807,Estrela do Sul,15354182.57
MG,3124906,Eugenópolis,20573859.69
MG,3125002,Ewbank da Câmara,15430394.78
MG,3125101,Extrema,46291184.29
MG,3125200,Fama,15430394.78
MG,3125309,Faria Lemos,15150232.11
MG,3125408,Felício dos Santos,15430394.78
MG,3125507,São Gonçalo do Rio Preto,15430394.78
MG,3125606,Felisburgo,15430394.78
MG,3125705,Felixlândia,25717324.59
MG,3125804,Fernandes Tourinho,15430394.78
MG,3125903,Ferros,20573859.69
MG,3125952,Fervedouro,20573859.69
MG,3126000,Florestal,15430394.78
MG,3126109,Formiga,61721579.06
MG,3126208,Formoso,15430394.78
MG,3126307,Fortaleza de Minas,15430394.78
MG,3126406,Fortuna de Minas,15430394.78
MG,3126505,Francisco Badaró,20573859.69
MG,3126604,Francisco Dumont,15430394.78
MG,3126703,Francisco Sá,36004254.47
MG,3126752,Franciscópolis,15430394.77
MG,3126802,Frei Gaspar,15430394.78
MG,3126901,Frei Inocêncio,15430394.78
MG,3126950,Frei Lagonegro,15430394.78
MG,3127008,Fronteira,30860789.58
MG,3127057,Fronteira dos Vales,15430394.78
MG,3127073,Fruta de Leite,15430394.78
MG,3127107,Frutal,56578114.18
MG,3127206,Funilândia,15430394.78
MG,3127305,Galiléia,15430394.78
MG,3127339,Gameleiras,15430394.78
MG,3127354,Glaucilândia,15430394.78
MG,3127370,Goiabeira,15430394.78
MG,3127388,Goianá,15430394.78
MG,3127404,Gonçalves,15430394.78
MG,3127503,Gonzaga,15430394.78
MG,3127602,Gouveia,20573859.69
MG,3127701,Governador Valadares,142539240.35
MG,3127800,Grão Mogol,25717324.59
MG,3127909,Grupiara,15430394.78
MG,3128006,Guanhães,41147719.36
MG,3128105,Guapé,25717324.59
MG,3128204,Guaraciaba,20573859.69
MG,3128253,Guaraciama,15430394.78
MG,3128303,Guaranésia,30870926.98
MG,3128402,Guarani,15430394.78
MG,3128501,Guarará,15430394.78
MG,3128600,Guarda-Mor,15125928.38
MG,3128709,Guaxupé,56578114.18
MG,3128808,Guidoval,15430394.78
MG,3128907,Guimarânia,15430394.78
MG,3129004,Guiricema,15430394.78
MG,3129103,Gurinhatã,15438320.89
MG,3129202,Heliodora,15430394.78
MG,3129301,Iapu,20573859.69
MG,3129400,Ibertioga,15430394.78
MG,3129509,Ibiá,36004254.57
MG,3129608,Ibiaí,15430394.78
MG,3129657,Ibiracatu,15430391.74
MG,3129707,Ibiraci,25717324.59
MG,3129806,Ibirité,142539240.35
MG,3129905,Ibitiúra de Minas,15430394.78
MG,3130002,Ibituruna,15430394.78
MG,3130051,Icaraí de Minas,20573859.69
MG,3130101,Igarapé,51434649.25
MG,3130200,Igaratinga,20574926.89
MG,3130309,Iguatama,15430394.78
MG,3130408,Ijaci,15500029.2
MG,3130507,Ilicínea,20573859.69
MG,3130556,Imbé de Minas,15430394.78
MG,3130606,Inconfidentes,15430394.78
MG,3130655,Indaiabira,15430394.78
MG,3130705,Indianópolis,15430394.78
MG,3130804,Ingaí,15430394.78
MG,3130903,Inhapim,36004254.47
MG,3131000,Inhaúma,15430394.78
MG,3131109,Inimutaba,15430394.78
MG,3131158,Ipaba,30860789.58
MG,3131208,Ipanema,30860789.58
MG,3131307,Ipatinga,142539240.35
MG,3131406,Ipiaçu,15430394.78
MG,3131505,Ipuiúna,15430394.78
MG,3131604,Iraí de Minas,15430394.78
MG,3131703,Itabira,87438903.74
MG,3131802,Itabirinha de Mantena,20574010.84
MG,3131901,Itabirito,56578114.18
MG,3132008,Itacambira,15430394.78
MG,3132107,Itacarambi,30860789.59
MG,3132206,Itaguara,20573859.69
MG,3132305,Itaipé,20573859.69
MG,3132404,Itajubá,77151973.82
MG,3132503,Itamarandiba,41147719.36
MG,3132602,Itamarati de Minas,15430394.78
MG,3132701,Itambacuri,30860789.58
MG,3132800,Itambé do Mato Dentro,15430394.78
MG,3132909,Itamogi,20575273.76
MG,3133006,Itamonte,25717324.59
MG,3133105,Itanhandu,25717324.59
MG,3133204,Itanhomi,20573859.69
MG,3133303,Itaobim,30860789.58
MG,3133402,Itapagipe,25717324.59
MG,3133501,Itapecerica,30860789.58
MG,3133600,Itapeva,15430394.78
MG,3133709,Itatiaiuçu,20573859.69
MG,3133758,Itaú de Minas,25717324.59
MG,3133808,Itaúna,77151973.82
MG,3133907,Itaverava,15430394.78
MG,3134004,Itinga,25717324.59
MG,3134103,Itueta,15430394.78
MG,3134202,Ituiutaba,82295438.78
MG,3134301,Itumirim,15430394.78
MG,3134400,Iturama,46291184.29
MG,3134509,Itutinga,15430394.78
MG,3134608,Jaboticatubas,30860789.58
MG,3134707,Jacinto,20573859.69
MG,3134806,Jacuí,15430394.79
MG,3134905,Jacutinga,36004254.47
MG,3135001,Jaguaraçu,15430394.78
MG,3135050,Jaíba,46291184.29
MG,3135076,Jampruca,15423649.73
MG,3135100,Janaúba,66865044.03
MG,3135209,Januária,61721579.06
MG,3135308,Japaraíba,15430394.78
MG,3135357,Japonvar,15430394.78
MG,3135407,Jeceaba,15430394.78
MG,3135456,Jenipapo de Minas,15430394.78
MG,3135506,Jequeri,20573859.69
MG,3135605,Jequitaí,15430394.78
MG,3135704,Jequitibá,15430394.78
MG,3135803,Jequitinhonha,36004419.47
MG,3135902,Jesuânia,15430395.18
MG,3136009,Joaíma,25717324.59
MG,3136108,Joanésia,15430394.78
MG,3136207,João Monlevade,66865044.03
MG,3136306,João Pinheiro,51434649.25
MG,3136405,Joaquim Felício,15430394.78
MG,3136504,Jordânia,20573859.69
MG,3136520,José Gonçalves de Minas,15430394.78
MG,3136553,José Raydan,15430394.78
MG,3136579,Josenópolis,15430394.78
MG,3136603,Nova União,15430394.78
MG,3136652,Juatuba,36013540.51
MG,3136702,Juiz de Fora,142539240.35
MG,3136801,Juramento,15430394.78
MG,3136900,Juruaia,20573859.69
MG,3136959,Juvenília,15430394.78
MG,3137007,Ladainha,30860789.58
MG,3137106,Lagamar,15430394.78
MG,3137205,Lagoa da Prata,56578114.18
MG,3137304,Lagoa dos Patos,15430394.78
MG,3137403,Lagoa Dourada,20573859.69
MG,3137502,Lagoa Formosa,30860789.58
MG,3137536,Lagoa Grande,15430394.78
MG,3137601,Lagoa Santa,61721579.06
MG,3137700,Lajinha,30860789.58
MG,3137809,Lambari,30860789.58
MG,3137908,Lamim,15430394.78
MG,3138005,Laranjal,15430394.78
MG,3138104,Lassance,15430394.78
MG,3138203,Lavras,82295438.78
MG,3138302,Leandro Ferreira,15430394.78
MG,3138351,Leme do Prado,15430394.78
MG,3138401,Leopoldina,56578114.18
MG,3138500,Liberdade,15430394.78
MG,3138609,Lima Duarte,25717324.59
MG,3138625,Limeira do Oeste,15430394.78
MG,3138658,Lontra,15430394.78
MG,3138674,Luisburgo,15430394.78
MG,3138682,Luislândia,15430394.78
MG,3138708,Luminárias,15430394.78
MG,3138807,Luz,30860789.58
MG,3138906,Machacalis,15430394.78
MG,3139003,Machado,46291184.29
MG,3139102,Madre de Deus de Minas,15430394.78
MG,3139201,Malacacheta,30860789.58
MG,3139250,Mamonas,15430394.78
MG,3139300,Manga,30860789.59
MG,3139409,Manhuaçu,77151973.82
MG,3139508,Manhumirim,30860789.58
MG,3139607,Mantena,36004254.47
MG,3139706,Maravilhas,15430394.78
MG,3139805,Mar de Espanha,20573859.69
MG,3139904,Maria da Fé,25717324.59
MG,3140001,Mariana,61755714.27
MG,3140100,Marilac,15430394.78
MG,3140159,Mário Campos,25717324.59
MG,3140209,Maripá de Minas,15430394.68
MG,3140308,Marliéria,15430394.78
MG,3140407,Marmelópolis,15430394.78
MG,3140506,Martinho Campos,20573859.69
MG,3140530,Martins Soares,15430394.78
MG,3140555,Mata Verde,15430394.78
MG,3140605,Materlândia,15430394.78
MG,3140704,Mateus Leme,41147719.36
MG,3140803,Matias Barbosa,26217324.59
MG,3140852,Matias Cardoso,20573859.69
MG,3140902,Matipó,30860789.58
MG,3141009,Mato Verde,20573859.69
MG,3141108,Matozinhos,46291184.29
MG,3141207,Matutina,15430394.78
MG,3141306,Medeiros,15430394.78
MG,3141405,Medina,30860789.58
MG,3141504,Mendes Pimentel,15430394.78
MG,3141603,Mercês,21573859.69
MG,3141702,Mesquita,15430394.78
MG,3141801,Minas Novas,41147719.36
MG,3141900,Minduri,15430394.78
MG,3142007,Mirabela,25717324.59
MG,3142106,Miradouro,20573859.69
MG,3142205,Miraí,25717324.59
MG,3142254,Miravânia,15430394.78
MG,3142304,Moeda,15430394.48
MG,3142403,Moema,15430394.78
MG,3142502,Monjolos,15430394.78
MG,3142601,Monsenhor Paulo,15430394.78
MG,3142700,Montalvânia,25717324.68
MG,3142809,Monte Alegre de Minas,30860789.58
MG,3142908,Monte Azul,30860789.58
MG,3143005,Monte Belo,20573859.69
MG,3143104,Monte Carmelo,51434649.25
MG,3143153,Monte Formoso,15430394.78
MG,3143203,Monte Santo de Minas,30860789.58
MG,3143302,Montes Claros,142539240.35
MG,3143401,Monte Sião,36004254.47
MG,3143450,Montezuma,15430394.78
MG,3143500,Morada Nova de Minas,15430394.78
MG,3143609,Morro da Garça,15430394.78
MG,3143708,Morro do Pilar,15430394.78
MG,3143807,Munhoz,15430394.78
MG,3143906,Muriaé,82295438.78
MG,3144003,Mutum,36004254.47
MG,3144102,Muzambinho,30860789.58
MG,3144201,Nacip Raydan,15430394.78
MG,3144300,Nanuque,46291184.29
MG,3144359,Naque,15430394.78
MG,3144375,Natalândia,15430394.78
MG,3144409,Natércia,15430394.78
MG,3144508,Nazareno,15430394.78
MG,3144607,Nepomuceno,36004254.47
MG,3144656,Ninheira,20573859.69
MG,3144672,Nova Belém,15430594.78
MG,3144706,Nova Era,30860789.58
MG,3144805,Nova Lima,77151973.82
MG,3144904,Nova Módica,15430394.78
MG,3145000,Nova Ponte,25717324.59
MG,3145059,Nova Porteirinha,15430394.78
MG,3145109,Nova Resende,25717324.59
MG,3145208,Nova Serrana,82295438.78
MG,3145307,Novo Cruzeiro,41147719.36
MG,3145356,Novo Oriente de Minas,20573859.69
MG,3145372,Novorizonte,15430394.78
MG,3145406,Olaria,15430394.78
MG,3145455,Olhos-d'Água,15430394.78
MG,3145505,Olímpio Noronha,15430394.78
MG,3145604,Oliveira,46291184.29
MG,3145703,Oliveira Fortes,15430394.78
MG,3145802,Onça de Pitangui,15430394.78
MG,3145851,Oratórios,15430394.78
MG,3145877,Orizânia,15430394.78
MG,3145901,Ouro Branco,46291184.29
MG,3146008,Ouro Fino,41147719.36
MG,3146107,Ouro Preto,66410065.56
MG,3146206,Ouro Verde de Minas,15430394.78
MG,3146255,Padre Carvalho,15430394.78
MG,3146305,Padre Paraíso,30860789.58
MG,3146404,Paineiras,1200852.56
MG,3146503,Pains,15430394.78
MG,3146552,Pai Pedro,15430394.78
MG,3146602,Paiva,15430394.78
MG,3146701,Palma,15430394.78
MG,3146750,Palmópolis,15430394.78
MG,3146909,Papagaios,25717324.59
MG,3147006,Paracatu,77151973.82
MG,3147105,Pará de Minas,77150922.96
MG,3147204,Paraguaçu,30860789.59
MG,3147303,Paraisópolis,30860789.58
MG,3147402,Paraopeba,36004254.47
MG,3147501,Passabém,15430394.78
MG,3147600,Passa Quatro,25717324.59
MG,3147709,Passa Tempo,15430394.78
MG,3147808,Passa-Vinte,15430394.68
MG,3147907,Passos,87438903.74
MG,3147956,Patis,15430394.78
MG,3148004,Patos de Minas,137395775.4
MG,3148103,Patrocínio,77278375.37
MG,3148202,Patrocínio do Muriaé,15430394.78
MG,3148301,Paula Cândido,15430202.14
MG,3148400,Paulistas,15430394.78
MG,3148509,Pavão,15430394.48
MG,3148608,Peçanha,30860789.58
MG,3148707,Pedra Azul,36004254.47
MG,3148756,Pedra Bonita,15430394.78
MG,3148806,Pedra do Anta,15430394.78
MG,3148905,Pedra do Indaiá,15430394.78
MG,3149002,Pedra Dourada,11366865.02
MG,3149101,Pedralva,20573859.69
MG,3149150,Pedras de Maria da Cruz,20573859.69
MG,3149200,Pedrinópolis,15430394.78
MG,3149309,Pedro Leopoldo,61721579.06
MG,3149408,Pedro Teixeira,15430394.78
MG,3149507,Pequeri,15430394.78
MG,3149606,Pequi,15430394.78
MG,3149705,Perdigão,20574092.26
MG,3149804,Perdizes,25717324.59
MG,3149903,Perdões,30860789.58
MG,3149952,Periquito,15430474.78
MG,3150000,Pescador,15430394.78
MG,3150109,Piau,15430394.78
MG,3150158,Piedade de Caratinga,15430394.78
MG,3150208,Piedade de Ponte Nova,15430394.78
MG,3150307,Piedade do Rio Grande,15430394.78
MG,3150406,Piedade dos Gerais,15430394.78
MG,3150505,Pimenta,15430394.78
MG,3150539,Pingo-d'Água,15430394.78
MG,3150570,Pintópolis,15430394.78
MG,3150604,Piracema,15430394.78
MG,3150703,Pirajuba,15430394.78
MG,3150802,Piranga,30860789.59
MG,3150901,Piranguçu,15430394.78
MG,3151008,Piranguinho,15430394.78
MG,3151107,Pirapetinga,20573859.69
MG,3151206,Pirapora,56578114.18
MG,3151305,Piraúba,20573859.69
MG,3151404,Pitangui,36004254.47
MG,3151503,Piumhi,41147719.36
MG,3151602,Planura,20393721.31
MG,3151701,Poço Fundo,25717324.59
MG,3151800,Poços de Caldas,142539240.35
MG,3151909,Pocrane,15430394.78
MG,3152006,Pompéu,41147719.36
MG,3152105,Ponte Nova,56578114.18
MG,3152131,Ponto Chique,15430394.78
MG,3152170,Ponto dos Volantes,20573858.69
MG,3152204,Porteirinha,46291184.29
MG,3152303,Porto Firme,20573859.69
MG,3152402,Poté,25717324.59
MG,3152501,Pouso Alegre,137395775.4
MG,3152600,Pouso Alto,15430394.78
MG,3152709,Prados,15430394.78
MG,3152808,Prata,36004254.47
MG,3152907,Pratápolis,15430394.78
MG,3153004,Pratinha,15430394.78
MG,3153103,Presidente Bernardes,16686739.89
MG,3153202,Presidente Juscelino,15430394.78
MG,3153301,Presidente Kubitschek,15430394.78
MG,3153400,Presidente Olegário,30860789.58
MG,3153509,Alto Jequitibá,15430394.78
MG,3153608,Prudente de Morais,20573859.69
MG,3153707,Quartel Geral,15430394.78
MG,3153806,Queluzito,15430394.78
MG,3153905,Raposos,25717324.59
MG,3154002,Raul Soares,36004254.47
MG,3154101,Recreio,20573859.69
MG,3154150,Reduto,15430394.78
MG,3154200,Resende Costa,20573859.69
MG,3154309,Resplendor,30860789.58
MG,3154408,Ressaquinha,15451237.05
MG,3154457,Riachinho,15430394.78
MG,3154507,Riacho dos Machados,15430394.78
MG,3154606,Ribeirão das Neves,142539240.35
MG,3154705,Ribeirão Vermelho,15430394.78
MG,3154804,Rio Acima,20573859.69
MG,3154903,Rio Casca,25717324.59
MG,3155009,Rio Doce,15430394.78
MG,3155108,Rio do Prado,15430394.78
MG,3155207,Rio Espera,16349324.48
MG,3155306,Rio Manso,15430394.78
MG,3155405,Rio Novo,15430394.78
MG,3155504,Rio Paranaíba,22090141.3
MG,3155603,Rio Pardo de Minas,41147719.36
MG,3155702,Rio Piracicaba,25717324.59
MG,3155801,Rio Pomba,30860789.58
MG,3155900,Rio Preto,15430394.78
MG,3156007,Rio Vermelho,20573859.69
MG,3156106,Ritápolis,15430394.78
MG,3156205,Rochedo de Minas,15430394.78
MG,3156304,Rodeiro,15430394.78
MG,3156403,Romaria,15430394.78
MG,3156452,Rosário da Limeira,15430394.78
MG,3156502,Rubelita,15430394.78
MG,3156601,Rubim,20573859.72
MG,3156700,Sabará,92582544.35
MG,3156809,Sabinópolis,25717324.59
MG,3156908,Sacramento,36004254.47
MG,3157005,Salinas,46291184.29
MG,3157104,Salto da Divisa,15430394.78
MG,3157203,Santa Bárbara,41147719.36
MG,3157252,Santa Bárbara do Leste,15430403.78
MG,3157278,Santa Bárbara do Monte Verde,14705645.36
MG,3157302,Santa Bárbara do Tugúrio,15430394.78
MG,3157336,Santa Cruz de Minas,15430394.78
MG,3157377,Santa Cruz de Salinas,15430394.78
MG,3157401,Santa Cruz do Escalvado,15430394.78
MG,3157500,Santa Efigênia de Minas,15325399.74
MG,3157609,Santa Fé de Minas,15430394.78
MG,3157658,Santa Helena de Minas,15430394.78
MG,3157708,Santa Juliana,25744123.56
MG,3157807,Santa Luzia,142539240.35
MG,3157906,Santa Margarida,25717324.59
MG,3158003,Santa Maria de Itabira,20573859.69
MG,3158102,Santa Maria do Salto,15430394.78
MG,3158201,Santa Maria do Suaçuí,24770831.57
MG,3158300,Santana da Vargem,15430394.79
MG,3158409,Santana de Cataguases,15430394.77
MG,3158508,Santana de Pirapama,15430394.78
MG,3158607,Santana do Deserto,15430394.33
MG,3158706,Santana do Garambéu,15430394.78
MG,3158805,Santana do Jacaré,15459989.38
MG,3158904,Santana do Manhuaçu,15430394.78
MG,3158953,Santana do Paraíso,41147719.36
MG,3159001,Santana do Riacho,15430394.78
MG,3159100,Santana dos Montes,15430394.78
MG,3159209,Santa Rita de Caldas,15430394.78
MG,3159308,Santa Rita de Jacutinga,15430394.78
MG,3159357,Santa Rita de Minas,15430394.77
MG,3159407,Santa Rita de Ibitipoca,15430394.78
MG,3159506,Santa Rita do Itueto,15430394.78
MG,3159605,Santa Rita do Sapucaí,51434649.25
MG,3159704,Santa Rosa da Serra,15430394.78
MG,3159803,Santa Vitória,30860789.58
